Molecule,Canonical_Smiles,category
CHEMBL1790065,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc2ccccc2)C(C)C)C(=O)N(C)c3ccccn3,Asp
CHEMBL1835324,CC(C)[C@H](NC(=O)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N1CCc2ccccc2[C@H]1C(=O)N[C@H]3CC(=O)OC3O,Cys
CHEMBL1760860,CNC(=O)Oc1ccc(C[C@@H]2CS(=O)(=O)C[C@H](NCc3cccc(c3)C(C)C)[C@H]2O)cc1Br,Asp
CHEMBL1835209,CC(C)[C@H](NC(=O)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H]1CC(=O)OC1O,Cys
CHEMBL1835399,CC(C)[C@H](NC(=O)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N1CCc2cc(C)ccc2C1C(=O)N[C@H]3CC(=O)OC3O,Cys
CHEMBL398553,Fc1cccc(CS(=O)(=O)C[C@H](N[C@@H](c2ccccc2)C(F)(F)F)C(=O)NC3(CC3)C#N)c1F,Cys
CHEMBL248889,CS(=O)(=O)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(F)cc2)C(F)(F)F)C(=O)NC3(CC3)C#N,Cys
CHEMBL1210363,CS(=O)(=O)N(c1ccccc1)c2cc(cc(c2)C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CNCc4cccc(c4)C(F)(F)F)N5CCCC5=O,Asp
CHEMBL1083930,CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)C3(C)CC3,Cys
CHEMBL1223111,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)COC(=O)C(Cc2ccccc2)Cc3ccccc3,Cys
CHEMBL1269763,COCCc1ccc(Cl)c(CN(C2CC2)C(=O)[C@H]3CNCC[C@]3(O)c4ccc(nc4)N5CC[C@H](C5)Oc6c(Cl)cc(C)cc6Cl)c1,Asp
CHEMBL1269677,Cc1cc(Cl)c(OCCOc2ccc(cc2)[C@H]3CCNC[C@@H]3C(=O)N(Cc4cc(CCNC5CC5)ccc4Cl)C6CC6)c(Cl)c1,Asp
CHEMBL1270661,Cc1cc(Cl)c(OCCOc2ccc(cc2)[C@H]3CCNC[C@@H]3C(=O)N(Cc4cccc(C)c4C)C5CC5)c(Cl)c1,Asp
CHEMBL537797,CCc1cn2CS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC5CCCCC5,Asp
CHEMBL535008,CCc1cn2CS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNC(C)(C)CCCC(C)C,Asp
CHEMBL595267,COCc1cc2cc(OCCCCOc3cccc(C[C@H](NC2=O)[C@H](O)CNC4(CC4)c5cccc(c5)C(C)C)c3)n1,Asp
CHEMBL1222884,COCCCc1ccc(Cl)c(CN(C2CC2)C(=O)[C@@H](CN)Cc3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)c1,Asp
CHEMBL1257349,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(cc3F)c4ccccc4Cl)cc2)c(Cl)c1,Asp
CHEMBL1258051,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(cc3C)c4ccccc4CCC#N)cc2)c(Cl)c1,Asp
CHEMBL1256492,CC(=O)NCCc1ccccc1c2ccc(C(CN)Cc3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)c(C)c2,Asp
CHEMBL1090994,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCC(=O)N6CC[C@@H](O)C6)c5)C(F)(F)F,Cys
CHEMBL1085966,CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)C3=CC(=O)CC(C)(C)O3,Cys
CHEMBL397714,CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc3cccc(CC)c3)C(=O)N,Asp
CHEMBL390475,O=C1O[C@@H]2CN1CC[C@@H]2OCc3ccccc3,Cys
CHEMBL1258352,CC(C)c1cc(cs1)C2(CCCCC2)NC[C@@H](O)[C@H](Cc3cc(F)cc(F)c3)NC(=O)C,Asp
CHEMBL1258918,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC2(CCCCC2)c3cnn(CC(C)(C)C)c3,Asp
CHEMBL1091339,COc1ccccc1C2CCN(CC(O)Cn3nc(c4CN(CCc34)C(=O)CO)c5ccc(c(SCC(=O)N6CCOCC6)c5)C(F)(F)F)CC2,Cys
CHEMBL1091336,COc1ccccc1C2CCN(CC(O)Cn3nc(c4CNCCc34)c5ccc(c(SCC(=O)N6CCCC6)c5)C(F)(F)F)CC2,Cys
CHEMBL1093956,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)N4CCCC4=O)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,Cys
CHEMBL1085969,CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC2CCCCC2)NC(=O)c3ccc(C(=O)OC)c(N)c3,Cys
CHEMBL1093290,COCCCc1cc(Cl)c(Cl)c(CN(C2CC2)C(=O)C(CN)Cc3ccc(CCCOc4c(Cl)cc(C)cc4Cl)cc3)c1,Asp
CHEMBL1097349,COC[C@H]1CCCN1C(=O)c2cc(C)cc(c2)C(=O)N[C@@H](Cc3cc(F)cc(F)c3)[C@H](O)[C@H]4CN(CCN4)S(=O)(=O)c5cccc(Cl)c5,Asp
CHEMBL231646,CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc3cccc(OC)c3)C#N,Asp
CHEMBL208903,O[C@H](CCN1CCN(CC1)c2ccc(cc2NC(=O)c3cccc4ccccc34)c5ccccc5)c6ccccc6,Asp
CHEMBL1092475,CN1C(=NC(C1=O)(c2ccncc2)c3cccc(c3)c4cccc(c4)C#N)N,Asp
CHEMBL1089289,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)c4ccccn4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,Cys
CHEMBL1089280,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)C(=O)N4CCCC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,Cys
CHEMBL1089297,CS(=O)(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,Cys
CHEMBL1089621,NC(=O)C(=O)N1CCc2c(C1)c(nn2C[C@@H](O)CN3CCCCC3)c4ccc(c(SCCN5CCC(F)CC5)c4)C(F)(F)F,Cys
CHEMBL1089286,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)C4CCCC4)c5ccc(c(SCCN6CCCCC6)c5)C(F)(F)F,Cys
CHEMBL462278,CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCCC5)C#N)cc2,Cys
CHEMBL1093936,COCCCc1cc(CN(C2CC2)C(=O)C(CN)Cc3ccc(CCCOc4c(Cl)cc(C)cc4Cl)cc3)c(Cl)c[n+]1[O-],Asp
CHEMBL461438,CC(=O)N1CCN(CC1)c2ccc(OCc3cc4cnc(nc4n3CCC5CCCCCC5)C#N)cc2,Cys
CHEMBL591578,CNC[C@H](CC1CCCCC1)NC(=O)N2CCC[C@H](C2)[C@@H](OCCNC(=O)OC)c3cccc(Cl)c3,Asp
CHEMBL1269701,COCCCc1ccc(Cl)c(CN(C2CC2)C(=O)C3=C(CCNC3)c4ccc(OCCOc5c(Cl)cc(C)cc5Cl)cc4)c1,Asp
CHEMBL1080601,N[C@@H](Cc1cccs1)C(=O)N[C@H](C#N)C(c2ccccc2)c3ccccc3,Cys
CHEMBL1080602,N[C@@H](Cc1cccs1)C(=O)N[C@@H](CC2CCCCC2)C#N,Cys
CHEMBL1080780,N[C@@H](Cc1cccs1)C(=O)N[C@@H](Cc2ccccc2)C#N,Cys
CHEMBL1080606,N[C@@H](Cc1cccs1)C(=O)NC2(CC2)C#N,Cys
CHEMBL582828,COc1ccc(cc1)C2(N=C(N)N3CCCN=C23)c4cccc(c4)c5cncnc5,Asp
CHEMBL585128,COc1ccc(cc1)[C@@]2(N=C(N)N(C)C2=O)C34CC5CC(CC(C5)C3)C4,Asp
CHEMBL558938,CO\N=C(\C)/c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc3cccc(OC)c3)C(=O)N[C@H](C)c4ccccc4,Asp
CHEMBL558488,CC(C)c1ccc2OC(C)(C)C[C@H](NC[C@@H](O)[C@@H]3C[C@H](C)CCCCCCCCC(=O)N(C)[C@@H](C)C(=O)N3)c2c1,Asp
CHEMBL453413,COC[C@H]1CCCN1C(=O)c2cc(OC)cc(c2)C(=O)N[C@@H](Cc3cc(F)cc(F)c3)[C@H](O)[C@@H]4NCCN(Cc5ccccc5)C4=O,Asp
CHEMBL526107,CN1CCC(CCOc2nc(nc(NCC3CCC4(CC3)CC4)c2Br)C#N)CC1,Cys
CHEMBL456757,COc1cc(NC(=O)c2cnc(nc2NCC3CCC4(CC3)CC4)C#N)c(cc1OC)c5ccccc5,Cys
CHEMBL456756,CC1(C)CCC(CNc2nc(ncc2C(=O)NCCc3ccccc3)C#N)CC1,Cys
CHEMBL456755,FC1(F)CCC(CNc2nc(ncc2C(=O)NCCc3ccccc3)C#N)CC1,Cys
CHEMBL557064,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(C)C)C(=O)c1ccc(OC)c(\C=C\CCOC)c1,Asp
CHEMBL562605,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(C)C)C(=O)c1ccc(C)c(OCCCOC)c1,Asp
CHEMBL561342,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(C)C)C(=O)c1ccc(C#C)c(OCCCOC)c1,Asp
CHEMBL1288525,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N)C(F)(F)F)C(=O)N[C@@H](Cc4ccccc4)C#N,Cys
CHEMBL1288527,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N,Cys
CHEMBL1288531,CC(C)[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C3(CC3)C(=O)N)C(F)(F)F)C(=O)N[C@@H](Cc4ccc(cc4F)C#N)C#N,Cys
CHEMBL467850,CC(=O)N1C[C@H]2CC(=C([C@@H](C1)N2)C(=O)N(Cc3cccc(Cl)c3Cl)C4CC4)c5ccc(CCCOc6ccccc6)cc5,Asp
CHEMBL509480,COc1ccccc1COCCCOc2ccc(cc2)C3=C([C@H]4CN(C[C@@H](C3)N4)C(=O)C)C(=O)N(Cc5ccnc(C)c5OC)C6CC6,Asp
CHEMBL502200,COc1ccccc1COCCCOc2ccc(cc2)C3=C([C@H]4CN(C[C@@H](C3)N4)C(=O)C)C(=O)N(C)Cc5ccccc5Cl,Asp
CHEMBL500811,Fc1ccc(F)c(OCCCc2ccc(cc2)C3=C([C@@H]4CNC[C@H](C3)N4)C(=O)N(Cc5cccc(Cl)c5Cl)C6CC6)c1Cl,Asp
CHEMBL551805,Clc1cccc(C[C@H](NC(=O)c2cccc(Cl)c2)C(=O)NCC#N)c1,Cys
CHEMBL551980,CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc3cccc(OC)c3,Asp
CHEMBL539973,CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc3cccc(OC)c3)C(C)O,Asp
CHEMBL539466,CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(F)cc(F)c2)[C@H](O)CNCc3cccc(OC)c3)C(C)NC(=O)C,Asp
CHEMBL509903,Fc1ccc(F)c(OCCCc2ccc(cc2)C3=C([C@H]4CNC[C@@H](C3)N4)C(=O)N(Cc5cccc(Cl)c5Cl)C6CC6)c1Cl,Asp
CHEMBL449779,CC(=O)N1C[C@H]2CC(=C([C@@H](C1)N2)C(=O)N(Cc3cccc(Cl)c3Cl)C4CC4)c5ccc(OCCOc6c(F)ccc(Cl)c6F)cc5,Asp
CHEMBL58859,CCN1C[C@H](OC1=O)[C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc4ccc(OC)cc4)NC(=O)N(C)CCOCOCCOC,Asp
CHEMBL3142175,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)NCc3ccccn3,Asp
CHEMBL279939,CCC(C)CNC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CCCCn1cccc1)NC(=O)C(Cc2cccc3ccccc23)Cc4cccc5ccccc45,Asp
CHEMBL75683,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc3ccccc3)NC(=O)N4CCC(O)CC4,Asp
CHEMBL1289645,CCC(NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F)C(=O)C(=O)Nc3ccn(C)n3,Cys
CHEMBL1288523,CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)N[C@@H](Cc3ccc(cc3F)C#N)C#N,Cys
CHEMBL26486,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)C(C(O)C(=O)O)C(=O)Cc1ccccc1)C(C)C,Asp
CHEMBL330074,CC(C)C[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CC(=O)N2CCOCC2)Cc3cccc4ccccc34)C(O)C(=O)OC(C)C,Asp
CHEMBL23232,CCC(C)CNC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CCCC\N=C(\S)/NC)NC(=O)C(Cc1cccc2ccccc12)Cc3cccc4ccccc34,Asp
CHEMBL110060,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@@H](CC1CCCCC1)NC(=O)CCNC(=O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)NCc3cnc(C)nc3N,Asp
CHEMBL407882,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)CCNC(=O)[C@H](Cc2ccccc2)NC(=O)N3CCC(CC3)NC(=O)OC(C)(C)C)C(=O)NCc4cnc(C)nc4N,Asp
CHEMBL113593,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)CSC[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)NCc3cnc(C)nc3N,Asp
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)C(C)C)ccc1OC,Asp
CHEMBL2023123,CNC[C@@H](NC(=O)N1CCC[C@H](C1)[C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)[C@@H](O)C3CCCCC3,Asp
CHEMBL206559,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(CC1(C)C)C(=O)Nc2ccc(cc2)C(F)(F)F)C(=O)C(=O)N[C@H](C)c3ccccc3,Cys
CHEMBL206607,COc1ccccc1C(=O)Nc2cccc3C(=O)NC(=O)C(=O)c23,Cys
CHEMBL377531,COCCCN1CCCc2ccc(OC[C@H]3CNCC(=O)N3c4ccc(OCCCOCc5ccccc5OC)cc4)cc12,Asp
CHEMBL204509,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(CC1(C)C)C(=O)Oc2ccc3ccccc3c2)C(=O)C(=O)N[C@H](C)c4ccccc4,Cys
CHEMBL94539,COc1ccc(C[C@H](NC(=O)[C@@H]2CC[C@H](N)CC2)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](CC4CCCCC4)[C@@H](O)[C@@H](O)CCc5ccccn5)cc1,Asp
CHEMBL334074,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)C34CCN(CC3)CC4,Cys
CHEMBL205517,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(CC1(C)C)C(=O)Oc2ccc(cc2)c3ccccc3)C(=O)C(=O)N[C@H](C)c4ccccc4,Cys
CHEMBL193816,COCCCN1C(=O)CCc2ccc(OC[C@H]3CNCC(=O)N3c4ccc(OCCCOCc5ccccc5OC)cc4)cc12,Asp
CHEMBL344419,COc1ccc(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](Cc2cscn2)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)[C@@H](O)CC(C)C)cc1,Asp
CHEMBL336228,Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c3ccccc3)C(=O)N[C@@H](COCc4cccc(c4)C(=O)O)C#N)c1,Cys
CHEMBL41567,CC(C)CC(NC(=O)CC(O)C(CC(C)CC1CCCCC1)NC(=O)C(Cc2cccnc2)c3nnc4c(CC(C)C)nc(cn34)c5ccccc5)C(=O)NCc6cccc(CN)c6,Asp
CHEMBL557986,Cl.Cl.CC[C@@H](CNc1ccc(OCC(=O)O)cc1)NC(=O)C2(CCCCC2)Nc3cccc(c3)c4ccccc4,Cys
CHEMBL536741,Cl.Cl.CC[C@@H](CNc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CC(C)C)Nc2cccc(c2)c3ccccc3,Cys
CHEMBL264314,CC[C@@H](CNc1ccc(OC)cc1)NC(=O)C2(CCCCC2)Nc3cccc(c3)c4ccccc4,Cys
CHEMBL3144118,CC(C)C[C@@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)[C@H](O)CSC(C)C,Asp
CHEMBL96796,CCC[C@H](NC(=O)[C@@H](CC(=O)N1CCC(N)CC1)Cc2ccccc2)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)[C@@H](O)CCc4ccccn4,Asp
CHEMBL39360,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CNC(=O)O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)O,Asp
CHEMBL3142766,COC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)OC(C)(C)C,Asp
CHEMBL319672,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)[C@@H](NCc3ccccc3)C(=O)N[C@@H](C(C)C)C(=O)NCc4ccccc4,Asp
CHEMBL3142792,CCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)O,Asp
CHEMBL417149,CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)C)C(=O)N[C@@H](CC(=O)O)C=O,Cys
CHEMBL425042,CCCC[C@H](NC(=O)OC(C)(C)C)\C=N\NC(=O)N(C)C,Cys
CHEMBL180623,CCC(N1C=C(N=C(NCc2nonc2C)C1=O)C(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)CCCc3ccccc3,Cys
CHEMBL379770,CS(=O)(=O)N1CCc2c(C1)c(nn2CC(O)CN3CCC(CC3)N4c5ccc(Cl)cc5CNS4(=O)=O)c6ccc(Br)cc6,Cys
CHEMBL113706,O=C(N[C@@H](Cc1cccs1)C(=O)N[C@H]2[C@H]3N(CCS3(=O)=O)C2=O)OCc4ccccc4,Cys
CHEMBL140756,Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c3ccccc3)C(=O)NCC#N)c1,Cys
CHEMBL181274,CCC(N1C=CN=C(NCc2nonc2C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)CN[C@@H](C)c3ccccc3,Cys
CHEMBL204133,CCCC[C@H](NC(=O)OC(C)(C)C)\C=N\NC(=O)N1CCCc2ccccc12,Cys
CHEMBL371664,Nc1ccc(SC[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1,Cys
CHEMBL122431,CCCC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(C)CC3,Cys
CHEMBL123227,CC(C)CC(C(=O)NCC#N)c1cccc(c1)c2ccc(cc2)N3CCN(C)CC3,Cys
CHEMBL357253,CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc2c[nH]cn2)C(=O)N[C@@H](CC3CCCCC3)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Asp
CHEMBL447233,CCC(N1C=CN=C(NCCn2cccn2)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)CSCc3ccccc3,Cys
CHEMBL183660,C[C@@H](CC1CCCCC1)OC(=O)N[C@H]2CCN(C2)C#N,Cys
CHEMBL360483,CS(=O)(=O)N1CCc2c(C1)c(nn2CCCN3CCC(CC3)n4c(O)nc5ccccc45)c6ccc(cc6)C(F)(F)F,Cys
CHEMBL369290,CCCCCCN(C)CNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)N1C=C(CC)N=C(NCc2nonc2C)C1=O,Cys
CHEMBL182541,Cc1nn(C)c(C)c1N2C(=O)c3c(C)nc4ccc(cc4c3C2=O)S(=O)(=O)N5CCC[C@H]5COc6ccccc6,Cys
CHEMBL178280,CCC(N1C=CN=C(NCc2noc(C)n2)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)CSCc3ccccc3,Cys
CHEMBL359643,CCC(N1C=CN=C(NCCCOC)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)CSCc2ccccc2,Cys
CHEMBL183340,CN1C(=O)c2c(C)nc3ccc(cc3c2C1=O)S(=O)(=O)N4CCOCC4,Cys
CHEMBL367349,CN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(cc5)C(F)(F)F)CC2)c6cc(Cl)ccc16,Cys
CHEMBL362007,COC(=O)[C@H](Cc1ccccc1)NS(=O)(=O)c2ccc3nc(C)c4C(=O)N(C(=O)c4c3c2)c5c(C)nn(C)c5C,Cys
CHEMBL183658,CC(C)C[C@H](NC(=O)OCC1CCCCC1)C(=O)NC2CCN(C2)C#N,Cys
CHEMBL100924,CC(C)CC(NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4cn(C=O)c5ccccc45)NC(=O)C)C(O)CC(=O)N,Asp
CHEMBL424789,CCC(N1C=CN=C(NCc2nonc2C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)CNCN3CCCC3,Cys
CHEMBL183437,Cc1ccccc1N2C(=O)c3c(C)nc4ccc(cc4c3C2=O)S(=O)(=O)N5CCOCC5,Cys
CHEMBL197549,O=C1N(Cc2ccccc2)c3ccc(cc3C1=O)S(=O)(=O)N4CCC[C@H]4COc5cccnc5,Cys
CHEMBL360969,CN1C(=O)N(C2CCN(CC(O)Cn3nc(c4CN(CCc34)S(=O)(=O)C)c5ccc(cc5)C(F)(F)F)CC2)c6cc(C)ccc16,Cys
CHEMBL178674,CCC(N1C=CN=C(NCc2nonc2C)C1=O)C(=O)N[C@@H](CC(=O)O)C(=O)CNCN3C4CCC3CC4,Cys
CHEMBL183812,C[C@@H](CC1CCCCC1)OC(=O)C2CCN2C#N,Cys
CHEMBL359598,CCCCCCN(C)CNCC(=O)[C@H](CC(=O)O)NC(=O)C(CC)N1C=CN=C(NCc2nonc2C)C1=O,Cys
CHEMBL206006,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](COCc2ccccc2)C#N,Cys
CHEMBL207081,COc1ccc(C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)C#N)cc1,Cys
CHEMBL206844,CCCOc1cccc(NC(=O)CCC(=O)Nc2ccc3C(=O)NC(=O)C(=O)c3c2)c1,Cys
CHEMBL205169,Fc1ccc(cc1)C(=O)Nc2cccc3C(=O)NC(=O)C(=O)c23,Cys
CHEMBL198516,CS(=O)(=O)N1C[C@@H]2CCCC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N2[C@@H](C1)C(=O)N[C@H]5CC(=O)OC5O,Cys
CHEMBL203022,COc1ccc(NCCNC(=O)C2(CCCCC2)Nc3cccc(c3)c4ccccc4)cc1,Cys
CHEMBL373012,Fc1cc(CN2C(=O)C(=O)c3cc(ccc23)S(=O)(=O)N4CCC[C@H]4COc5ccccc5)ccn1,Cys
CHEMBL200653,Fc1ccc(CN2C(=O)C(=O)c3cc(ccc23)S(=O)(=O)N4CCC[C@H]4COc5ccccc5)cn1,Cys
CHEMBL427931,N[C@@H]1CC[C@@H](CC1)C(=O)N[C@@H](Cc2ccccc2)C(=O)NC(Cc3c[nH]cn3)C(=O)N[C@@H](CC4CCCCC4)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,Asp
CHEMBL113948,CCCC[C@H](NC(=O)O[C@H](Cc1ccccc1)C(C)C)C=O,Cys
CHEMBL377553,CC(C)C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)C(=O)N[C@@H](COCc2ccccc2)C#N,Cys
CHEMBL203971,[O-][N+](=O)c1cccc(c1)C(=O)Nc2cccc3C(=O)NC(=O)C(=O)c23,Cys
CHEMBL296588,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C)[C@@H](O)CC(=O)O,Asp
CHEMBL200493,Fc1ccccc1CN2C(=O)C(=O)c3cc(ccc23)S(=O)(=O)N4CC[C@H]4COc5ccccc5,Cys
CHEMBL200220,CSc1ccc(CN2C(=O)C(=O)c3cc(ccc23)S(=O)(=O)N4CCC[C@H]4COc5ccccc5)cc1,Cys
CHEMBL372607,Fc1ccc(CN2C(=O)C(=O)c3cc(ccc23)S(=O)(=O)N4CCC[C@H]4COc5ccccc5)cc1,Cys
CHEMBL598259,CCc1cc(ccn1)C2(N=C(N)N(C)C2=O)c3cccc(c3)c4cncnc4,Asp
CHEMBL590492,CC(C)c1cc(ccn1)C2(N=C(N)N(C)C2=O)c3cccc(c3)c4cncnc4,Asp
CHEMBL203466,CCCC[C@H](NC(=O)O[C@@H]1C(=O)N(Cc2ccccc2)CC1(C)C)C(=O)C(=O)N[C@H](C)c3ccccc3,Cys
