Molecule;Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
CHEMBL220360;C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
CHEMBL385768;Cc1c(\C=N\N2CCCCC2)nn(c3ccc(Cl)cc3Cl)c1c4ccc(Cl)cc4;Ki;57;7.24;447.8;6.63
CHEMBL418721;Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CC5CCCC5C4;Ki;14;7.85;489.83;6.18
CHEMBL15138;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCCC4;Ki;14;7.85;477.82;6.33
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;1.9;8.72;426.52;4.6
CHEMBL70625;CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(CO)CC[C@H]3C(C)(C)Oc2c1;Ki;0.82;9.09;388.59;6.3
CHEMBL15848;CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO;Ki;72;7.14;347.54;5.24
CHEMBL2180211;CS(=O)(=O)NC1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5;Ki;29;7.54;517.44;4.31
CHEMBL220360;C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
CHEMBL2180214;Clc1ccc(cc1)n2c(nc3c(ncnc23)N4CCC(CC4)NS(=O)(=O)c5ccccc5)c6ccccc6Cl;Ki;1.2;8.92;579.51;5.74
CHEMBL2177253;CCCCCc1cc(OC)c2C=C(Cc3ccccc3C)C(=O)Oc2c1;Ki;22;7.66;350.46;5.43
CHEMBL58501;CCCCCCC(C)(C)c1cc(O)c2[C@H]3CC(=CC[C@@H]3C(C)(C)Oc2c1)C;Ki;38.8;7.41;370.58;7.25
CHEMBL1909845;Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(Cl)ccc3Cl)C(=O)NCc4ccc(Cl)c(Cl)c4;Ki;66.1;7.18;563.1;7.82
CHEMBL195050;CCN(CC)S(=O)(=O)N\C(=N/C)\N1CC(C(=N1)c2ccc(Cl)cc2)c3ccccc3;Ki;30;7.52;447.99;3.31
CHEMBL3341861;;EC50;70.8;7.15;;
CHEMBL1834007;Cc1ccc(NC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4)cn1;Ki;26;7.58;471.78;6.76
CHEMBL1909852;CCc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NC4CCCCC4;Ki;6.7;8.17;459.42;6.21
CHEMBL1909857;Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3c(Cl)ccc3Cl)C(=O)NCc4ccc(Cl)c(Cl)c4;Ki;55.6;7.25;563.1;7.82
CHEMBL1909860;CCc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NC4CCCCC4;Ki;15.3;7.82;431.37;5.59
CHEMBL2063245;CCNC(=O)NC1CCCOc2c1nn(c3ccccc3Cl)c2c4ccc(Cl)cc4;Ki;0.12;9.92;445.35;5.38
CHEMBL1950333;CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3CC=C)C5CCCC5;Ki;9;8.05;405.59;5
CHEMBL566388;CN1CCC(CC1)N\C(=N/S(=O)(=O)c2ccc(Cl)cc2)\N3CC(C(=N3)c4ccc(Cl)cc4)c5ccccc5;Ki;19;7.72;570.55;5.23
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;8.8;8.06;426.52;4.6
CHEMBL2180226;CC(C)(C)OC(=O)N1CCC(CC1)Nc2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5;Ki;24;7.62;539.47;6.6
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;13.18;7.88;426.52;4.6
CHEMBL2177249;CCCCCc1cc(OC)c2C=C(Cc3cccc(OC)c3)C(=O)Oc2c1;Ki;45;7.35;366.46;5.13
CHEMBL595946;NC(=N)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NCc4ccc(F)cc4;IC50;0.79;9.1;496.37;5.39
CHEMBL595463;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)(C(=O)O)c5ccccn5;IC50;10;8;578.46;4.53
CHEMBL593849;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)c5ncccn5;IC50;1.4;8.85;535.44;4.68
CHEMBL596166;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccccn5;IC50;1.9;8.72;550.45;4.39
CHEMBL396799;Cc1c2C(=O)N(CCc2n(c1c3ccc(F)cc3)c4ccc(Cl)cc4Cl)C5CCCCC5;Ki;6;8.22;471.4;7.23
CHEMBL2180218;CS(=O)(=O)NC1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6;Ki;6.2;8.21;593.54;5.83
CHEMBL2180217;NC1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)c6ccccc6;Ki;11;7.96;515.45;6.24
CHEMBL412262;CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4;Ki;7.8;8.11;487.41;4.76
CHEMBL70625;CCCCCCC(C)(C)c1cc(O)c2[C@@H]3CC(CO)CC[C@H]3C(C)(C)Oc2c1;Ki;0.82;9.09;388.59;6.3
CHEMBL427236;C[C@H](NC(=O)C(C)(C)Oc1ccc(Cl)cc1)[C@@H](Cc2ccc(Cl)cc2)c3ccc(Cl)cc3;IC50;48;7.32;490.86;7.34
CHEMBL244403;CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c4ccccc14;IC50;15;7.82;368.48;6.79
CHEMBL604904;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cc5;IC50;0.1;10;567.45;5.14
CHEMBL605109;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccccc5;IC50;0.11;9.96;549.46;5
CHEMBL594756;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCOCC4;IC50;1.7;8.77;474.35;2.85
CHEMBL247103;Clc1ccc(cc1)c2cc(C#N)c(nc2c3ccccc3Cl)c4cccnc4;IC50;27;7.57;402.28;6.66
CHEMBL1089032;CC(C)(C)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4;IC50;1.2;8.92;497.38;6.63
CHEMBL1911374;FC(F)(F)c1ccc(CN2N=C3N(N=CC(=C3c4ccncc4)c5ccc(Cl)cc5)C2=O)cn1;Kd;4.6;8.34;482.85;4.74
CHEMBL3916964;;EC50;22;7.66;;
CHEMBL3918083;;EC50;45;7.35;;
CHEMBL3909066;;EC50;7;8.15;;
CHEMBL1801351;C[C@@H](NC(=O)C1(CC1)NC(=O)c2ccnnc2)c3ccc(cc3F)n4nc(Cl)c5ccccc45;Ki;0.65;9.19;478.92;3.75
CHEMBL3912253;;EC50;22;7.66;;
CHEMBL2063252;Clc1ccc(cc1)c2c3OCCCC(N4CCCC4=O)c3nn2c5ccccc5Cl;Ki;1;9;442.35;5.68
CHEMBL2063240;Clc1ccc(cc1)c2c3OCCCC(NC(=O)C4CCOCC4)c3nn2c5ccccc5Cl;Ki;0.09;10.05;486.4;5.6
CHEMBL2063243;COC(=O)NC1CCCOc2c1nn(c3ccccc3Cl)c2c4ccc(Cl)cc4;Ki;0.25;9.6;432.31;5.42
CHEMBL1093377;Clc1ccc(C(N2CCN(CC2)C(=S)NC3CCCCC3)c4ccccc4)c(Cl)c1;Ki;0.2;9.7;462.49;5.91
CHEMBL1087250;Clc1cccc(Cl)c1C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4;Ki;2.2;8.66;446.42;5.74
CHEMBL589579;CC(C)(C)CCN1CCN(C[C@@H]2CC[C@H](N(C2)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl)CC1;Ki;57;7.24;522.99;7.66
CHEMBL591056;CCCS(=O)(=O)NC[C@@H]1CC[C@H](N(C1)c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl;Ki;48;7.32;475.87;5.93
CHEMBL2071071;Clc1ccc2[nH]c(cc2c1)C(=O)NCCc3ccc(cc3)N4CCCCC4;EC50;90;7.05;381.91;4.78
CHEMBL2206855;CCCCCn1cc(C(=O)c2ccc(F)c3ccccc23)c4ccccc14;Ki;7.2;8.14;359.44;6.35
CHEMBL3906628;C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)CNS(=O)(=O)C)c5ccccn5;EC50;30;7.52;623.11;3.98
CHEMBL1223646;CCCCCC1=NN(CC1c2ccccc2)C(=O)NC3CCCCC3;Ki;52;7.28;341.5;5.06
CHEMBL2206850;CCCCCn1cc(C(=O)c2cccc3cccc(I)c23)c4ccccc14;Ki;73;7.14;467.35;6.82
CHEMBL2206857;CCCn1cc(C(=O)c2ccc(Cl)c3ccccc23)c4ccccc14;Ki;93;7.03;347.85;6.09
CHEMBL1095806;Cc1cc(n[nH]1)C(=O)N[C@H]2CC(C)(C)Oc3nc(c4ccc(Cl)cc4Cl)c(cc23)c5ccc(Cl)cc5;IC50;7.65;8.12;541.87;7.44
CHEMBL3758884;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCN(CC4)C(=O)c5ccccc5;Ki;7.5;8.12;567.9;6.84
CHEMBL3759255;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCN(CC4)C(=O)C5CCCC5;Ki;9.2;8.04;559.92;6.72
CHEMBL609266;Clc1ccc(cc1)N2C[C@@H](CC[C@H]2c3ccc(Cl)cc3Cl)C(=O)NC4CCC4;Ki;33;7.48;437.8;6.27
CHEMBL3759785;CC(C)OC(=O)N1CCC(CC1)NC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;Ki;6.4;8.19;549.89;6.55
CHEMBL584309;C[C@H](NC(=O)C(C)(C)Nc1ccon1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;47.7;7.32;436.94;4.92
CHEMBL1094521;C[C@H](O)C(=O)NC1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl;IC50;78;7.11;505.83;6.48
CHEMBL567461;C[C@H](NC(=O)C(C)(C)Nc1ccncn1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;49.2;7.31;447.97;4.72
CHEMBL1269770;CN(CCCCCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(Cl)cc3)CCCCCCCNC(=O)c4nn(c5ccc(Cl)cc5Cl)c(c4C)c6ccc(Cl)cc6;Ki;17.3;7.76;984.73;13.92
CHEMBL1801341;C[C@@H](NC(=O)C1(CC1)NC(=O)c2cn[nH]c2)c3ccc(cc3F)n4nc(Cl)c5ccccc45;Ki;0.38;9.42;466.9;3.68
CHEMBL1801348;C[C@@H](NC(=O)C1(CC1)NC(=O)c2cncc(F)c2)c3ccc(cc3F)n4nc(Cl)c5ccccc45;Ki;0.37;9.43;495.92;4.49
CHEMBL461216;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)s3)C(=O)NN4CCCCCC4;EC50;64.9;7.19;528.3;6.5
CHEMBL2336538;CCN(CC)c1ccc(CN(c2ccccc2)S(=O)(=O)c3ccc(C)cc3)cc1;Ki;81;7.09;408.57;5.24
CHEMBL524634;CN1C(=NC(=S)C1(C)C)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;IC50;6.3;8.2;477.85;6.61
CHEMBL498746;CCc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C4=NC(=S)C(C)(C)N4C;IC50;12;7.92;491.88;6.86
CHEMBL2018781;CC(C)(NC(=O)C1=CC2=C(CCCCCC2)N(CC3CCCCC3)C1=O)C(=O)NNS(=O)(=O)C;Ki;32;7.5;494.66;2.18
CHEMBL369072;Clc1ccc(cc1)n2c(C#N)c(nc2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;30;7.52;474.78;5.5
CHEMBL1269773;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCCCCCNCCCCCCCCCN;Ki;5.44;8.26;663.18;9.55
CHEMBL1270463;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NCCCCCCCNCCCCCCCN;Ki;19.5;7.71;607.07;7.99
CHEMBL460343;CC(C)CC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;2.3;8.64;515.51;6.74
CHEMBL461428;CCCCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;EC50;7.9;8.1;515.51;6.89
CHEMBL3949004;;EC50;19;7.72;;
CHEMBL1631299;Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NCCC(C)(C)C;Ki;37.5;7.43;447.41;6.06
CHEMBL1668505;CC1=C(S\C(=N/C(=O)c2ccc(Br)cc2)\N1CC3CC3)C(C)(C)C;Ki;53;7.28;407.38;5.07
CHEMBL252949;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)C4CCCCCC4;Ki;0.94;9.03;382.59;7.25
CHEMBL577165;Cc1c(nn(c2ccc(Cl)c(Cl)c2)c1n3cccc3)C(=O)NC4CCCC4;Ki;50;7.3;403.31;4.95
CHEMBL1081992;CN\C(=N/S(=O)(=O)N1CCC(CC1)C(F)(F)F)\C2=NN(C(C2)c3ccccc3)c4ccc(Cl)cc4;Ki;7.6;8.12;528;4.78
CHEMBL1081285;CN\C(=N/S(=O)(=O)N1CCCCC1)\N2C[C@@H](C(=N2)c3ccc(Cl)cc3)c4ccccc4;Ki;58;7.24;460;3.45
CHEMBL188;Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;Ki;13.18;7.88;426.52;4.6
CHEMBL571330;CN1CCCCC1Cn2cc(C(=O)C3C(C)(C)C3(C)C)c4ccccc24;Ki;5.495;8.26;352.52;4.99
CHEMBL3329945;CCCCCc1cc(O)c2C3=C(CC[C@H](C)C3)C(C)(C)Oc2c1;EC50;87.5;7.06;314.47;5.87
CHEMBL595234;Cc1ccncc1NC(=O)c2nn(c3ccccc3Cl)c(c2CC(=O)N)c4ccc(Cl)cc4;IC50;0.55;9.26;480.36;4.83
CHEMBL596167;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cn5;IC50;5.5;8.26;568.44;4.53
CHEMBL1287846;COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN5CCCC[C@H]5C4;Ki;2.512;8.6;409.57;4.54
CHEMBL19847;CCCCCCC1(CC1)c2cc(O)c3[C@@H]4CC(=CC[C@H]4C(C)(C)Oc3c2)C;Ki;0.4365;9.36;368.56;7.01
CHEMBL382684;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)c4ccc(C)cc4;Ki;95.5;7.02;334.46;5.98
CHEMBL397855;C[C@H](NS(=O)(=O)C(F)(F)F)c1ccc(cc1)S(=O)(=O)c2ccc(N)cc2S(=O)(=O)c3ccccc3F;Ki;10;8;566.58;3.57
CHEMBL396169;COCCOc1ccc(c(c1)S(=O)(=O)c2ccccc2F)S(=O)(=O)c3ccc(cc3)[C@H](C)NS(=O)(=O)C(F)(F)F;Ki;2.5;8.6;625.64;4.02
CHEMBL3920667;;EC50;6;8.22;;
CHEMBL2113258;C[C@H](NC(=O)C(C)(C)Oc1ccncc1)[C@H](Cc2ccc(Cl)cc2)c3ccccc3;IC50;17;7.77;422.96;5.42
CHEMBL590795;CC(C)(C)CC(=O)N1CCN(C[C@@H]2CC[C@H](N(C2)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl)CC1;Ki;13;7.89;536.98;7.18
CHEMBL234239;CCCCCCC(C)(C)c1ccc(c(N)c1)c2cc(C)cc(C)c2;Ki;80;7.1;323.52;6.8
CHEMBL484163;CCN1CCc2c(nn(c3ccccc3Cl)c2c4ccc(Cl)cc4)C1=O;Ki;4.7;8.33;386.28;4.86
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;1.995;8.7;463.8;5.94
CHEMBL487464;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccc(Br)c4;Ki;1.59;8.8;441.41;7.09
CHEMBL471296;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cc(C)cc(C)c4;Ki;11;7.96;390.57;6.95
CHEMBL471295;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4cccc(C)c4;Ki;2.53;8.6;376.54;6.64
CHEMBL177990;FCc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;36;7.44;481.79;6.1
CHEMBL482986;Clc1ccc(cc1)c2c3CCN(C4CCCC4)C(=O)c3nn2c5ccccc5Cl;Ki;24;7.62;426.35;5.79
CHEMBL519863;COC(C)(C)CN1CCc2c(nn(c3ccccc3Cl)c2c4ccc(Cl)cc4)C1=O;Ki;11;7.96;444.36;5.27
CHEMBL3422784;CC1CCC(CC1)NC(=O)C2=Cc3ccccc3N(Cc4ccc(F)cc4)C2=O;Ki;19.4;7.71;392.47;4.5
CHEMBL124194;CCCCCCCCCc1cc(O)c2[C@@H]3CC(=CC[C@H]3C(C)(C)Oc2c1)C;Ki;0.77;9.11;370.58;7.3
CHEMBL475610;CSC(=O)N1CC2(CCCCC2)CO/C/1=N\c3cccc4ccccc34;Ki;31;7.51;368.5;5.59
CHEMBL482153;Fc1cccc(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)c1;EC50;35.1;7.46;524.21;6.68
CHEMBL480539;COc1ccc(CNC(=O)Cn2nc(c3ccc(Cl)cc3Cl)c(n2)c4ccc(Cl)cc4Cl)cc1;EC50;56.2;7.25;536.25;6.55
CHEMBL591066;CC(=O)NCC[C@@H]1CC[C@H](N(C1)c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl;Ki;42;7.38;425.79;6.13
CHEMBL602241;NCC[C@@H]1CC[C@H](N(C1)c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl;Ki;61;7.21;383.75;5.95
CHEMBL604904;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cc5;IC50;2.6;8.59;567.45;5.14
CHEMBL595462;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NCC4CCN(CC4)C#N;IC50;0.34;9.47;511.41;3.8
CHEMBL605108;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;0.82;9.09;472.38;4
CHEMBL337536;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)CCCCC(C#N)c4ccccc4;Ki;9.2;8.04;457.66;8.15
CHEMBL160099;CC1=CCC2C(C1)c3c(O)cc(CC#CCCC[N+](=O)[O-])cc3OC2(C)C;Kd;5.34;8.27;369.46;4.61
CHEMBL336658;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)CCCCC(=O)NCc4ccc(cc4)S(=O)(=O)N;Ki;60;7.22;554.75;5.8
CHEMBL459309;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Br)s3)C(=O)NN4CCCCC4;IC50;35.8;7.45;514.28;6.11
CHEMBL410655;CC1(C)C(C(=O)c2cn(CC3CCOCC3)c4cc(ccc24)C#N)C1(C)C;Ki;31.62;7.5;364.49;4.8
CHEMBL574052;Cc1c(nn(c2ccc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NC4CCCCCC4;Ki;56;7.25;459.42;6.35
CHEMBL1084429;FC(F)(F)c1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;Ki;1.2;8.92;514.42;6.76
CHEMBL3085420;O=C([C@@H]1CC12CCCCC2)c3cn(CC4CCOCC4)c5ccccc35;Ki;61.66;7.21;351.49;5.22
CHEMBL569082;CC1(C)C(C(=O)c2cn(CCCC(F)(F)F)c3ccccc23)C1(C)C;Ki;15;7.82;351.41;5.85
CHEMBL607977;Clc1ccc(cc1)N2C[C@@H](CC[C@H]2c3ccc(Cl)cc3Cl)S(=O)(=O)NC4CCCCC4;Ki;35;7.46;501.91;6.61
CHEMBL1801072;COc1cc(on1)C(=O)NC2(CC2)C(=O)N[C@H](C)c3ccc(cc3F)n4nc(C)c5ccccc45;Ki;1.3;8.89;477.5;3.61
CHEMBL1801075;COc1cc(on1)C(=O)NC2(CC2)C(=O)N[C@H](C)c3ccc(cc3F)n4nc(c5ccccc5)c6ccccc46;Ki;82;7.09;539.57;4.97
CHEMBL594280;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCN(CC4)C(=O)C5CC5;IC50;1.2;8.92;540.45;4
CHEMBL605522;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCN(CC4)c5ccc(cn5)C#N;IC50;1.4;8.85;560.45;4.1
CHEMBL596167;NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(O)(CC4)c5ccc(F)cn5;IC50;2.1;8.68;568.44;4.53
CHEMBL1760663;CC(C)(O)CCNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N;Ki;5.012;8.3;445.44;4.35
CHEMBL1760646;COc1ccc(OC(F)(F)F)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;Ki;0.3981;9.4;475.47;4.22
CHEMBL111;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;Ki;0.74;9.13;463.8;5.94
CHEMBL3809355;CCCCCCC(C)(C)c1cc(O)c(C2CCCCC2)c(O)c1;Ki;11;7.96;318.5;6.39
CHEMBL285932;Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;Ki;2.3;8.64;555.25;5.89
CHEMBL1215955;CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)c5cc(ccc15)n6cccc6;Ki;29.7;7.53;457.62;5.68
CHEMBL512957;CC(C)(C)C1=Nc2nc(c3ccc(Cl)cc3Cl)c(cc2C(=O)N1)c4ccc(Cl)cc4;IC50;6;8.22;458.78;6.91
CHEMBL1090403;CN(C)C(=O)Nc1c(oc2nc(c3ccccc3Cl)c(cc12)c4ccc(Cl)cc4)C(=O)C(C)(C)C;IC50;0.39;9.41;510.42;7.79
CHEMBL1092169;CC(C)(O)C(=O)c1oc2nc(c3ccccc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4;IC50;4.3;8.37;499.35;5.35
CHEMBL3353453;CC1CCC(CC1)NC(=O)C2=Cc3cc(cnc3N(CCN4CCOCC4)C2=O)c5ccc(F)cc5;Ki;66.7;7.18;492.6;3.84
CHEMBL480540;Clc1ccc(c(Cl)c1)c2nn(CC(=O)NCc3ccccc3Cl)nc2c4ccc(Cl)cc4Cl;IC50;48.9;7.31;540.67;7.2
CHEMBL589985;Clc1ccc(cc1)N2CC(CCNS(=O)(=O)C3CC3)CCC2c4ccc(Cl)cc4Cl;Ki;3.4;8.47;487.88;6.08
CHEMBL229583;COc1ccc(cc1)n2cc(nc2c3ccc(Cl)cc3Cl)C(=O)NC4CCCCC4;Ki;4.9;8.31;444.36;5.92
CHEMBL490859;COc1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F;IC50;0.5;9.3;536.49;4.37
CHEMBL487500;FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5nocn5;IC50;0.3;9.52;574.5;4.41
CHEMBL529213;FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)c5nnc[nH]5;IC50;0.2;9.7;573.52;4.15
CHEMBL487912;Cc1n[nH]cc1c2cc(cc(c2)S(=O)(=O)N3CCN(CC3)C(=O)[C@@H]4C[C@H]4c5ccc(cc5)C(F)(F)F)C(F)(F)F;IC50;20;7.7;586.56;5.06
CHEMBL385768;Cc1c(\C=N\N2CCCCC2)nn(c3ccc(Cl)cc3Cl)c1c4ccc(Cl)cc4;Ki;19;7.72;447.8;6.63
CHEMBL471367;CC1=CC[C@@H]2[C@@H](C1)c3c(O)cc(cc3OC2(C)C)C(C)(C)c4ccc(cc4)C(=O)N;Ki;13.7;7.86;405.54;5.43
CHEMBL484505;Cc1cc(Cl)ccc1c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;Ki;16.1;7.79;477.82;6.25
CHEMBL1629731;CCC(C)(C)NC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)n3cccc3;Ki;47.6;7.32;405.33;5.2
CHEMBL3758325;[N-]=[N+]=Nc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1;EC50;28.2;7.55;399.46;5.93
CHEMBL1668516;CC1=CC[C@@H]2[C@@H](C1)c3c(OC(=O)CCCN4CCOCC4)cc(cc3OC2(C)C)C(C)(C)CCCCC#N;Ki;8.4;8.08;522.73;6.68
CHEMBL360104;CCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl;EC50;13;7.89;547.82;7.98
CHEMBL181164;CCCCOc1nc(c2ccc(Cl)cc2Cl)c(cc1C(=O)N)c3ccc(Cl)cc3;IC50;32;7.5;449.77;6.65
CHEMBL1084820;C[C@H](O)C(=O)NC1CC2(CCCCC2)Oc3nc(c4ccccc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;0.4;9.4;511.45;6.75
