Canonical Smiles;Standard Type;Standard Value;pChEMBL Value;Molecular Weight;ALogP
Cc1n[nH]cc1c2cc(cc(c2)S(=O)(=O)N3CCN(CC3)C(=O)[C@@H]4C[C@H]4c5ccc(cc5)C(F)(F)F)C(F)(F)F;IC50;20;7.7;586.56;5.06
CCN(CCCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5;EC50;2.9;8.54;465.64;4.23
[N-]=[N+]=Nc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1;EC50;28.2;7.55;399.46;5.93
CCNC(=O)c1cc(c2ccc(Cl)cc2)c(nc1OCc3ccc(F)c(F)c3)c4ccc(Cl)cc4Cl;EC50;13;7.89;547.82;7.98
CCCCOc1nc(c2ccc(Cl)cc2Cl)c(cc1C(=O)N)c3ccc(Cl)cc3;IC50;32;7.5;449.77;6.65
C[C@H](O)C(=O)NC1CC2(CCCCC2)Oc3nc(c4ccccc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;0.4;9.4;511.45;6.75
C[C@@H](O)C(=O)NC1CC2(CCCCC2)Oc3nc(c4ccccc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;2;8.7;511.45;6.75
CCCCCn1cc(C(=O)c2cccc3ccccc23)c4cnccc14;EC50;50.12;7.3;342.44;5.61
CCOC(=O)c1c(C)cc2N=C(COC(=O)NCCO)N(C(=O)c2c1C)c3ccccc3S(=O)(=O)NC;IC50;94;7.03;532.58;1.31
Cc1c2C(=O)N(CCc2n(c1c3occc3)c4ccc(Cl)cc4Cl)C5CCCCC5;IC50;20;7.7;443.37;6.68
CC(C)(O)C(=O)c1oc2nc(c3ccc(Cl)cc3Cl)c(cc2c1NC(=O)CO)c4ccc(Cl)cc4;IC50;4.3;8.37;533.8;6.01
CCC1(CC)CC(=O)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccccc4Cl;IC50;15;7.82;426.34;7.25
CC(C)(CO)NC(=O)C1CC(C)(C)Oc2nc(c3ccc(Cl)cc3Cl)c(cc12)c4ccc(Cl)cc4;IC50;14;7.85;533.88;6.91
CC(C)n1nc(C(=O)NC(C)(C)c2ccccc2)c3C[C@H]4C[C@H]4c13;EC50;51;7.29;323.44;3.79
CC1(C)CC(NC(=O)CC(O)C(F)(F)F)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;0.7;9.15;573.83;7.41
C[C@H](NS(=O)(=O)Cc1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;20.9;7.68;438.98;5.05
C[C@H](NS(=O)(=O)c1ccc(Cl)cc1Cl)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;7.1;8.15;493.84;6.21
FC(F)(F)c1ccc(CCC(=O)N2CCN(CC2)S(=O)(=O)c3cc(Cl)cc(Cl)c3)cc1;IC50;26;7.58;495.35;4.48
CC1CN(CCN1C(=O)C2CCCCC2)S(=O)(=O)c3cccc4ccccc34;EC50;7;8.15;400.54;3.64
FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(Br)cc(c3)C(F)(F)F)cc1;IC50;6;8.22;559.33;4.56
FC(F)(F)c1ccc(cc1)[C@@H]2C[C@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4cc(cc(c4)C(F)(F)F)n5ccnn5;IC50;50;7.3;573.52;3.94
COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H]5CCCN5C[C@@H]4C;EC50;100;7;409.57;4.54
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(C#CCOc4ccccc4)s3)C(=O)NN5CCCCC5;IC50;43;7.37;565.53;6.78
CCCCNC(=O)c1nn(c2ccc(Cl)cc2Cl)c(c1C)c3ccc(C#CCCCC)s3;IC50;3;8.52;488.48;7.29
CCC#Cc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;IC50;28.3;7.55;513.49;6.35
CCCCCc1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;IC50;20.6;7.69;531.55;7.33
CCC\C=C\c1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CC5CCCC5C4;IC50;27.5;7.56;529.54;7.41
CCC\C=C\c1ccc(s1)c2c(C)c(nn2c3ccc(Cl)cc3Cl)C(=O)NN4CCCCC4;IC50;21.6;7.67;503.5;7.16
Cl.COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN5CCCC[C@H]5C4;EC50;12.59;7.9;446.04;4.54
C[C@H](NS(=O)(=O)c1cccc(Cl)c1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;13.9;7.86;459.4;5.56
C[C@H](NC(=O)Cc1ccccc1)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;44.1;7.36;402.93;5.29
CN(CCCC(=O)NCCF)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4;EC50;12.9;7.89;457.59;3.65
Cc1c(nn(c1c2ccc(Cl)cc2)c3ccc(Cl)cc3Cl)C(=O)NCCCCCCCCCNCCCCCCCCCNC(=O)c4nn(c(c4C)c5ccc(Cl)cc5)c6ccc(Cl)cc6Cl;EC50;27.9;7.55;1026.81;
CN(CCO)Cc1nc(ns1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;79.43;7.1;420.97;3.66
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;EC50;50.12;7.3;426.52;4.6
CCCCCN1N=C(CC1c2ccccc2F)C(=O)N[C@H]3C[C@H]4CC[C@]3(C)C4(C)C;EC50;3.981;8.4;413.58;5.45
CC1CC(=O)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccccc4Cl;IC50;21;7.68;384.26;6.08
CC(C)C1CC(=O)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccccc4Cl;IC50;3.2;8.49;412.32;6.71
Clc1ccc(cc1)c2cc3C(=O)CC4(CCCCC4)Oc3nc2c5ccccc5Cl;IC50;8.2;8.09;438.35;7.39
CC(=O)NC1CC2(CCCCC2)Oc3nc(c(cc13)c4ccc(Cl)cc4)c5ccccc5Cl;IC50;1.3;8.89;481.42;7.39
CC(C)(O)C(=O)NC1CC2(CCCCC2)Oc3nc(c4ccccc4Cl)c(cc13)c5ccc(Cl)cc5;IC50;0.7;9.15;525.48;7.14
CC1(C)CC(C)(O)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl;IC50;80;7.1;448.78;7.14
COc1ccc(Cl)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;IC50;1.995;8.7;425.92;3.97
Cc1c(nn(c2ccc(F)cc2F)c1n3c(C)ccc3C)C(=O)NC4CCCCC4;IC50;62;7.21;412.48;4.93
Cc1c(nn(c2c(Cl)cc(Cl)cc2Cl)c1n3c(C)ccc3C)C(=O)NC4CCCCC4;IC50;50;7.3;479.84;6.61
CCCCC1=NN(CC1c2cccc(F)c2)C(=O)NC(C)(C)c3ccc(F)cc3;EC50;100;7;399.49;5.56
CC(C)(CO)C(=O)Nc1ccc2ccn(Cc3cccc(n3)c4cccc5OCOc45)c2c1;IC50;7;8.15;443.5;4.44
COc1cc(F)ccc1c2cccc(Cn3ccc4ccc(NC(=O)CC(C)(C)O)cc34)n2;IC50;23;7.64;447.51;5
C[C@H](NC(=O)C(C)(C)Nc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;7.5;8.12;514.98;6.35
Cl.Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;10.1;8;500.26;5.94
CN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5;EC50;95.3;7.02;423.56;3.06
C[C@H](NC(=O)C(C)(C)Oc1ccccn1)[C@@H](Cc2ccc(OCCF)cc2)c3cccc(c3)C#N;IC50;1.3;8.89;475.56;4.99
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(OCF)cc2)c3cc(F)cc(c3)C#N;IC50;2;8.7;547.52;6.11
CCCCC1=NN(CC1c2ccccc2)C(=O)NC(C)(C)c3ccccc3;EC50;3.981;8.4;363.51;5.28
CC1(C)CC(NC(=O)CO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccccc4Cl;IC50;46;7.34;457.36;5.43
Cn1c(nc(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NC4CCCCCC4;IC50;8;8.1;476.84;7.17
CN(C1CCCCC1)C(=O)c2nc(c3ccc(Cl)cc3Cl)c(c4ccc(Cl)cc4)n2C;IC50;70;7.16;476.84;7.12
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2)c3\C(=C\c4ccc(F)cc4)\CCCCc13)c5ccccn5;EC50;28;7.55;501.01;6.82
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)s4)\CCCCc13)c5ccccn5;EC50;2;8.7;557.93;8.05
CCCC(CCC)NC(=O)c1ccc(c2ccc(Cl)cc2)c(n1)c3ccc(Cl)cc3Cl;IC50;32;7.5;475.85;8.07
O[C@H]1Cc2ccccc2[C@H]1NC(=O)c3nn(c4ccccc4Cl)c(c3CC#N)c5ccc(Cl)cc5;IC50;7.8;8.11;503.39;5.3
Clc1ccc(cc1)c2c(CC#N)c(nn2c3ccccc3Cl)C(=O)NN4CCOCC4;IC50;71;7.15;456.33;3.89
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;1.8;8.74;472.38;4
Cc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)Oc3ccccc3Br;IC50;31.62;7.5;440.32;3
Fc1cc(Br)ccc1C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccccc4;IC50;87;7.06;474.42;5.34
Cc1cc(Br)ccc1CNC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2Cn4cncn4)c5ccc(Br)cc5;IC50;28.2;7.55;675.21;7.25
Cl.O=C(N1CCN2CCCC[C@H]2C1)c3cn4[C@@H](COc5cccc3c45)C6CCCCC6;EC50;10;8;444.02;4.47
COc1ccc(OC(F)(F)F)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CC4;IC50;5.129;8.29;473.45;3.97
COC1=C(NC(=O)C)c2cc(c3ccc(Cl)cc3)c(nc2N(C)C1=O)c4ccc(Cl)cc4Cl;IC50;24;7.62;502.79;6.19
CN1C(=O)C(=C(C)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C;IC50;55;7.26;471.77;6.74
CN1C(=O)C(=C(NC(=O)CO)c2cc(c3ccc(Cl)cc3)c(nc12)c4ccc(Cl)cc4Cl)C(=O)C;IC50;46;7.34;530.8;5.36
CC(C)(NC(=O)c1nn(CCN2CCOCC2)c3[C@@H]4C[C@@H]4Cc13)c5ccccc5;EC50;19.1;7.72;394.52;2.54
CC(C)(C)Cn1nc(C(=O)NC(C)(C)c2ccccc2)c3C[C@H]4C[C@H]4c13;EC50;7.4;8.13;351.49;4.25
Cl.COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4CCN(C)[C@@H](C)C4;EC50;25.12;7.6;420;4.01
C[C@H](NC(=O)C(C)(C)Nc1cc(ccn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;EC50;0.9;9.05;514.98;6.35
COc1cc(F)ccc1c2cccc(Cc3cn(C)c4ccc(NC(=O)C(C)(C)C)cc34)c2;IC50;45;7.35;444.55;6.57
CN([C@H](CO)CCC(=O)NCCF)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4;EC50;61.4;7.21;487.62;3.01
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)N4CCC(CC4)(C(=O)O)c5ccccn5;IC50;23;7.64;578.46;4.53
NC(=O)Cc1c(nn(c2ccccc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCOCC4;IC50;7.9;8.1;474.35;2.85
O=C(Nc1cccnc1C(=O)NCC2CCOCC2)c3cccc4ccccc34;IC50;31;7.51;389.46;3.64
CCCCC1=NN(C(=O)NC(C)(C)c2ccccc2)C(C)(C)C1c3ccccc3;EC50;7.943;8.1;391.56;6.06
Cc1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;EC50;0.87;9.06;460.45;6.05
Cc1ccc(cc1)C(N2CCN(CC2)C(=O)NC3CCCCC3)c4ccc(Cl)cc4Cl;IC50;2.7;8.57;460.45;6.05
Cl.CCN1CCN(CC1)C(=O)c2cn(CC3CCCCC3)c4c(F)cccc24;EC50;100;7;407.96;4.14
O=C(Nc1ccc(cc1)C#N)Nc2cccc(c2)c3cccc(n3)N4CCCC4;EC50;55.2;7.26;383.46;4.86
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3S(=O)(=O)C)C5CCCC5;EC50;50;7.3;443.61;3.62
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3CC=C)C5CCSC5;EC50;5;8.3;423.63;4.56
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3CC=C)C5CCOCC5;EC50;60;7.22;421.59;4.24
CCCCNc1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;93;7.03;394.91;6.26
O=C(Nc1ccc(cc1)C#N)Nc2cccc(c2)c3cccc(n3)N4CCCC4;IC50;33;7.48;383.46;4.86
Fc1ccc(NC(=O)c2nn(c3ccccc3Cl)c(c2CC#N)c4ccc(Cl)cc4)cc1;IC50;11;7.96;465.32;6.3
CN(CC(=O)NCCO)Cc1onc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;50.12;7.3;461.95;2.31
OC(=O)C1(CCCCC1)NC(=O)C2=CC3=C(CCCCCC3)N(CC4CCCCC4)C2=O;IC50;76;7.12;442.6;4.6
CCOc1ccc(Cn2c3CCN(Cc3c4cc(ccc24)C(=O)N5CCC(C)CC5)C6CCOCC6)cc1;EC50;53;7.28;515.7;5.5
CCN(CC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5;EC50;6.2;8.21;437.58;3.45
CNC(=O)CC[C@@H](CO)N(C)C(=O)c1ccc2c(c1)c3C[C@@H](CCc3n2C)C4CCOCC4;EC50;101;7;455.6;2.67
CCCCCn1cc(C(=O)Nc2cccc3ccccc23)c4ccccc14;EC50;10;8;356.47;6.24
COc1cccc2c(cn(CC3CCCCC3)c12)C(=O)N4C[C@@H](C)N(C)[C@@H](C)C4;EC50;25.12;7.6;397.56;4.39
NC(=O)CN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;46;7.34;530.44;3.62
CCCCCc1cc(O)c2[C@@H]3C=C(C)CC[C@H]3C(C)(C)Oc2c1;IC50;2.8;8.55;314.47;5.74
Fc1ccc(Oc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)cc1F;IC50;3.7;8.43;487.72;8.32
O=C(NCc1ccccc1)c2cn(CC3CCCCC3)c4ccccc24;EC50;63.1;7.2;346.47;5.15
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;EC50;50.12;7.3;426.52;4.6
CC(O)CCNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N;IC50;8.913;8.05;431.41;3.96
Cc1ccc(C)c(Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO)c1;IC50;0.631;9.2;389.5;3.93
Cl.CCN(CC)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;25.12;7.6;454.47;5.69
Cl.OCCN(CCO)Cc1csc(n1)c2cn(CC3CCOCC3)c4c(Cl)cccc24;EC50;50.12;7.3;486.47;3.63
;EC50;96;7.02;;
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;25.12;7.6;376.58;5.66
NC(=O)CN1CCN(Cc2onc(n2)c3cn(CC4CCOCC4)c5c(Cl)cccc35)CC1;EC50;79.43;7.1;472.98;2.37
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCCCC5;EC50;1.7;8.77;498.59;4.45
O=C(NCC1CCC1)c2ncccc2NC(=O)c3ccnc4ccccc34;EC50;79;7.1;360.42;3.41
O=C(NCC1CCC1)c2ncccc2NC(=O)c3cccc4ccccc34;EC50;23;7.64;359.43;4.02
O=C(Nc1cccnc1C(=O)NCC2CCCCC2)c3cccc4ccccc34;EC50;24;7.62;387.48;4.8
C[S+]([O-])Cc1ccc(C(=O)Nc2cccnc2C(=O)NCC3CCOCC3)c4ccccc14;IC50;49;7.31;465.58;3.52
FC(F)(F)CCS(=O)(=O)Oc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCOCC5;IC50;14;7.85;646.65;3.94
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCOCC5;IC50;2.4;8.62;500.56;3.29
CC1(C)Oc2cc(cc(O)c2[C@@H]3C[C@H](CO)CC[C@@H]13)C45CC6CC(CC(C6)C4)C5;EC50;96;7.02;396.57;5.52
O=C(Nc1ccc(cc1)N=C=S)Nc2cccc(c2)c3cccc(n3)N4CCCC4;EC50;42.9;7.37;415.52;5.73
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;2.1;8.68;376.58;5.66
CCCOC(=O)N1CCC(CC1)NC(=O)c2nn(c3ccc(Cl)cc3Cl)c(c2C)c4ccc(Cl)cc4;EC50;20;7.7;549.89;6.55
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)cc4)\CCCc13)c5ccccn5;EC50;30;7.52;537.88;7.6
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;IC50;0.9;9.05;376.58;5.66
FC(F)(F)c1ccc(CC(=O)N2CCN(CC2)S(=O)(=O)c3cc(cc(c3)C(F)(F)F)C4CC4)cc1;IC50;0.5;9.3;520.5;4.68
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)s4)\CCCc13)c5ccccn5;EC50;35;7.46;543.91;7.66
C[C@@H](NC(=O)c1nn(c2ccc(Cl)c(Cl)c2)c3\C(=C\c4ccc(F)cc4)\CCCCc13)c5ccccn5;EC50;35;7.46;535.45;7.47
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)cn4)\CCCCc13)c5ccccn5;EC50;4;8.4;552.89;7.38
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)CN)cc1;EC50;24;7.62;590.51;5.52
O=C(NCC1CCC1)c2nccnc2NC(=O)c3ccc(Cn4ccnn4)c5ccccc35;IC50;4.3;8.37;441.5;3.05
CC(C)(C)c1onc(NC(=O)[C@@H]2CCCN2c3ccc(Cl)cc3)c1;EC50;30;7.52;347.85;4.23
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccn5)C(=O)CCS(=O)(=O)N)cc1;EC50;6;8.22;669.59;4.64
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)[C@@H](O)CO)c5ccccc5;EC50;18;7.75;625.94;5.56
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;6.1;8.21;463.8;5.94
Clc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCCC4)cc1;IC50;95;7.02;406.92;6.04
CN(C)c1cccc(n1)c2cccc(NC(=O)Nc3ccc(Cl)cc3)c2;IC50;27.4;7.56;366.85;5.11
Fc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1;IC50;32;7.5;376.44;5.13
Brc1ccc(NC(=O)Nc2cccc(c2)c3cccc(n3)N4CCCC4)cc1;IC50;98;7.01;437.34;5.76
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;2.1;8.68;463.8;5.94
CC(C)(C(=O)Nc1cnc2ccccc2c1)S(=O)(=O)c3ccc(cc3)C(F)(F)F;EC50;82;7.09;422.43;4.44
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(I)cc3)C(=O)NN4CCCCC4;EC50;57.54;7.24;555.25;5.89
CC1(C)CN(CCN1C(=O)C2CCCCC2)S(=O)(=O)c3cccc4ccccc34;EC50;0.6;9.22;414.57;4.03
CC(C(=O)N1CCN(CC1)S(=O)(=O)c2cc(Cl)cc(Cl)c2)c3ccccc3;EC50;0.3;9.52;427.35;3.63
Clc1ccc(cc1)c2ncc(nc2c3ccc(Cl)cc3)C(=O)NN4CCCCC4;IC50;4;8.4;427.34;5.25
;EC50;83;7.08;;
;EC50;59;7.23;;
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;0.437;9.36;376.58;5.66
COc1ccc(cc1)C(=O)c2c3CCC(CN4CCOCC4)n3c5ccccc25;IC50;0.32;9.49;390.48;3.7
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(F)cc4)\CCCCc13)c5ccccc5;EC50;6;8.22;534.46;8.08
FC(F)(F)c1ccc(c(Cl)c1)n2nc(C(=O)NC3(CC3)c4ccccn4)c5CCCC\C(=C/c6ccc(Cl)s6)\c25;EC50;8;8.1;603.5;8.34
C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;IC50;0.3;9.52;515.96;6.31
;EC50;92;7.04;;
;EC50;23;7.64;;
Cc1c(nc(c2ccc(Cl)cc2Cl)n1c3ccc(OS(=O)(=O)CCC(F)(F)F)cc3)C(=O)NC4CCC(O)CC4;IC50;3.8;8.42;620.48;5.85
Clc1ccc2[nH]c(C(=O)NCCc3ccc(cc3)N4CCCCC4)c(CCN=[N+]=[N-])c2c1;EC50;64;7.19;450.97;5.64
Cc1c(nn(c2ccc(Cl)cc2Cl)c1c3ccc(Cl)cc3)C(=O)NN4CCCCC4;EC50;10.1;8;463.8;5.94
;EC50;38;7.42;;
COc1ccc(NC(=O)c2ccnc3ccccc23)c(n1)C(=O)NCC4CCC4;EC50;16;7.8;390.44;3.42
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCC5;IC50;0.97;9.01;470.53;3.67
Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c45;IC50;59;7.23;426.52;4.6
;EC50;11;7.96;;
CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1;EC50;7;8.15;376.58;5.66
;IC50;5.1;8.29;;
Fc1ccc(\C=C\2/CCCc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)NC5CCN(CC5)c6ccccn6)cc1;EC50;12;7.92;576.5;6.99
FC(F)(F)c1ccc(c(Cl)c1)n2nc(C(=O)NC3(CC3)c4ccccn4)c5CCC\C(=C/c6ccc(Cl)s6)\c25;EC50;11;7.96;589.47;7.95
C[C@@H](NC(=O)c1nn(c2ccc(Cl)c(Cl)c2)c3\C(=C\c4ccc(Cl)cc4)\CCCCc13)c5ccccn5;EC50;37;7.43;551.91;7.99
Fc1ccc(\C=C\2/CCCCc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)NC5CCN(CC5)c6ccccn6)cc1;EC50;28;7.55;590.53;7.38
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)CC(=O)N)c5ccccn5;EC50;9;8.05;607.47;4.96
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)CCC(=O)N)c5ccccn5;EC50;20;7.7;621.5;5.35
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(Cl)cc4)\CN(Cc13)C(=O)[C@@H](O)CO)c5ccccn5;EC50;22;7.66;626.93;4.95
C[C@@H](NC(=O)c1nn(c2ccc(Cl)cc2Cl)c3\C(=C\c4ccc(F)cc4)\CN(Cc13)C(=O)Cn5cnnn5)c6ccccc6;EC50;8;8.1;631.5;5.38
COc1ccc(NC(=O)c2ccc(C[S+](C)[O-])c3ccccc23)c(n1)C(=O)NCC4CCOCC4;EC50;13;7.89;495.6;3.53
COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c4ccccc24)c(n1)C(=O)NCC5CCC5;EC50;1.3;8.89;470.53;3.67
;EC50;6;8.22;;
Fc1cccc(Oc2nc(c3ccc(Cl)cc3Cl)c(cc2C#N)c4ccc(Cl)cc4)c1;IC50;11;7.96;469.73;8.18
;EC50;28;7.55;;
;EC50;55;7.26;;
NC(=O)CCN\C(=N/S(=O)(=O)c1ccc(Cl)cc1)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;32;7.5;544.46;4.01
Clc1ccc(\C=C\2/CCCc3c(nn(c4ccc(Cl)cc4)c23)C(=O)NC5(CC5)c6ccccn6)cc1;EC50;7;8.15;515.44;6.87
CC(C)(C)c1onc(NC(=O)[C@]2(C)CCCN2c3ccc(cn3)C(F)(F)F)c1;EC50;0.5;9.3;396.41;4.38
COc1ccc(\C=C\2/CN(Cc3c(nn(c4ccc(Cl)cc4Cl)c23)C(=O)N[C@H](C)c5ccccc5)C(=O)c6cc[nH]n6)cc1;EC50;32;7.5;627.53;6.6
COc1ccccc1OC(=O)c2ccc(C)c(c2)S(=O)(=O)N3CCOCC3;EC50;63.1;7.2;391.45;2.24
CC(C)(O)C#Cc1nc(c2ccccc2Cl)c(cc1C#N)c3ccc(Cl)cc3;IC50;44;7.36;407.3;5.72
CC(C)(C)C(=O)N1CCN(CC1)c2nc(c3ccccc3Cl)c(cc2C#N)c4ccc(Cl)cc4;IC50;37;7.43;493.44;6.29
C[C@H](NC(=O)C(C)(C)Nc1cc(on1)C(C)(C)C)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N;EC50;3.5;8.46;493.05;6.22
COc1ccc(cc1)S(=O)(=O)\N=C(/NCC(=O)N)\N2CC(C(=N2)c3ccc(Cl)cc3)c4ccccc4;IC50;100;7;526.02;2.97
COCCOc1ncc(cc1c2ccc(Cl)cc2)C(=O)N[C@@H]3CCCC[C@H]3O;EC50;11.6;7.94;404.89;3.46
CC1(C)Oc2cc(cc(O)c2c3cc(CO)ccc13)C45CC6CC(CC(C6)C4)C5;EC50;7.97;8.1;390.52;5.65
