idx,smi,syba, SAScore, SCScore, Berzt, Withlock, Barone, SMCM, TWC
ZINC000329907950,CC1CN(CCN(C)C(=O)Cn2ncc(=O)c3ccccc32)CC(C)O1,60.675436,3.205956,4.612765,824,27,532,44.704000,10
ZINC000534641614,CCOCCCN1CCC(NC(=O)NCc2ccccc2-c2cnn(C)c2)C(C)C1,69.501379,3.205930,4.649579,806,25,562,52.038000,12
ZINC000366058000,O=C(c1ccnn1CC(F)F)N1CCN(C2CCOC2)CC1,35.227673,3.205846,3.971555,508,24,416,38.256000,9
ZINC000485772161,COc1ccccc1-c1ccc(C(C)NC(=O)c2ncn(C3CCCNC3)n2)cc1,33.510933,3.205837,4.367703,992,29,655,53.277000,12
ZINC000368202909,CC(O)CC(C)(C)CNC(=O)C1Cc2ccccc2N(C)C1,52.886710,3.205774,3.521621,525,18,421,43.304000,9
ZINC000456270511,O=C(c1ccc2[nH]c3ccccc3c(=O)c2c1)N1CC(C2CC2)C1C1CC1,9.146639,3.205615,4.278624,1140,36,667,53.693000,11
ZINC000439373928,Cc1cc(-c2ncccc2NC(=O)NC2CCCN(c3nccn(C)c3=O)C2)cs1,63.913699,3.205606,4.727888,1108,31,647,50.258000,12
ZINC000186428532,O=C(Nc1ccc2c3c(cccc13)CC2)C(=O)NC1CCCC1CCO,48.198842,3.205529,3.967226,851,29,586,47.454000,11
ZINC000267731268,CC=CC=CC(=O)NC(C(=O)OC)C1CC1,4.935041,3.205321,2.487243,316,18,260,27.004000,6
ZINC000443651924,Cc1cn2c(n1)C(CNC(=O)c1ccc3c(c1)C(=O)N(C1CCCCC1)C3=O)CCC2,35.145335,3.205217,4.561473,1051,35,683,58.707000,13
ZINC000508574577,CC(C)C1CN(c2nnc(Cn3ccc4ccccc43)n2C)CCN1C,41.727305,3.205186,4.589945,892,24,548,44.002000,11
ZINC000483466646,Cc1cc2n[nH]cc2cc1NC(=O)C(=O)N(C)C(C)c1ccc(F)cc1,71.552952,3.205156,4.203140,965,25,575,40.641000,10
ZINC000466085935,CN(C)CCN(Cc1ccccc1)C(=O)NCC1CCCN(C)C1c1cccs1,60.021766,3.204838,4.971793,734,24,544,50.433000,11
ZINC000427890054,COCC(=O)N1CCc2cc(NC3CCCCC3S(=O)(=O)c3ccc(C)cc3)ccc21,70.346559,3.204813,3.798385,1049,33,658,53.917000,13
ZINC000443287744,Cc1cc(C)n(CC2CN(C(=O)C(=O)Nc3ccc(N4CCNC4=O)cc3C)CCO2)n1,66.117317,3.204397,4.782066,1049,34,659,49.102000,13
ZINC000546791946,CCC(CC)NC(=O)C1CN(C(=O)c2coc(C(N)=O)c2)c2ccccc2O1,55.233111,3.204362,4.959411,887,28,569,45.702000,11
ZINC000443050508,CN(C1CCNC1=O)S(=O)(=O)c1ccc(Cl)c(-c2nn[nH]n2)c1,12.093921,3.204351,4.175018,838,31,512,38.831000,9
ZINC000154053375,Cc1ccc(C2CCCCN2C(=O)C2(NC(N)=O)CC2)o1,26.787619,3.204143,3.523079,562,24,419,35.231000,9
ZINC000364597320,Cc1ccc(C2C(C)CCCN2C(=O)COCc2nc(C)no2)cc1,46.585454,3.204028,3.998607,710,24,520,42.922000,10
ZINC000375876625,CCC1CN2CCCCC2CN1CC(=O)NC(=O)NCc1ccco1,54.373478,3.203671,4.490266,574,27,481,41.808000,10
ZINC000427753431,CC(C)C(NC(=O)c1ccccn1)C(=O)N1CC(C(=O)O)C(c2ccc(Cl)cc2)C1,53.543560,3.203663,4.262872,917,32,636,58.344000,12
ZINC000369229531,CC(=O)NC(CC(=O)N1CCCC1Cn1nc(C)nc1C)c1ccc(C)cc1,78.336852,3.203326,4.582580,842,27,565,48.007000,11
ZINC000541805111,CCC(c1ccc(F)cc1)S(=O)(=O)CC(O)COc1cc(C)ccc1Cl,73.059419,3.203138,3.298081,837,23,514,45.559000,10
ZINC000453292145,CC(C)C(NCC(C)(C)c1ccccn1)c1ccc(F)cn1,56.648152,3.202852,3.824604,579,14,425,41.894000,9
ZINC000511618701,CCC1(C(=O)N2CCCC3CN(C)CCC32)CCN(C(=O)c2ccccc2)CC1,41.389164,3.202824,4.218676,726,29,586,53.506000,12
ZINC000472475522,CCNC(=O)N1CCC(NC(=O)NC(C)c2nc(-c3ccc(C)c(F)c3)no2)C1,79.915215,3.202800,4.764581,886,30,589,47.499000,11
ZINC000179094549,Cc1c(C(=O)N2CCC(C)CC(C)C2)oc2c1C(=O)CCC2,35.027524,3.202734,3.678540,601,24,475,41.362000,9
ZINC000494352952,CC(C)C1CC(CC(=O)Nc2cccc(CN3CCC(C(N)=O)CC3)c2)c2ccccc21,57.735681,3.202723,4.613056,962,29,658,56.937000,13
ZINC000356730187,CC1C(NC(=O)c2cc(F)ccc2-n2cccn2)CCCN1C,42.771308,3.202717,4.134038,685,24,496,44.491000,9
ZINC000126172903,Cn1cc(C2CN(C(=O)NOCc3ccc(C(F)(F)F)cc3)CCO2)cn1,57.025480,3.202694,4.090841,776,26,533,46.347000,11
ZINC000443139934,COC1CCN(C(=O)C(=O)Nc2ccc3nc(-c4ccc(F)cc4)oc3c2)C(C)C1,57.795951,3.202662,4.451300,1079,32,673,45.429000,12
ZINC000415791094,CC(C)COc1ccc(NC(=O)C(=O)NC2C3CNCC32)cc1Cl,38.735701,3.202395,3.861641,639,27,484,41.469000,10
ZINC000177880017,CC(C)C1OCCCC1CNC(=O)C1CCN(C(=O)C=Cc2ccccc2)CC1,63.304967,3.202282,4.157929,693,27,544,52.226000,11
ZINC000408014062,CC(=O)N1CCCC(C(=O)N2CCCC(c3ncc[nH]3)C2)C1,42.307525,3.202122,3.891470,528,26,457,38.033000,9
ZINC000355311952,CC1CC(C(=O)NCc2ccccc2Cn2ccnc2)CC(C)(C)C1,56.346913,3.202025,3.525575,705,22,508,43.643000,10
ZINC000502407320,CC(NC(C)c1cnn(C2CCCC2)c1)c1ccc2c(c1)OCO2,47.861828,3.202024,3.574066,706,25,523,44.580000,10
ZINC000113071001,CC(C)C(C)NC(=O)C1CSCN1C(=O)CCc1cc(F)ccc1F,66.437404,3.201882,3.075961,639,23,469,43.140000,10
ZINC000461748710,COC(=O)C(CC1CCCc2ccccc21)NC(=O)c1cncc(NS(C)(=O)=O)c1,73.745813,3.201288,4.142178,1038,33,625,53.457000,12
ZINC000112204746,CC(CS(C)(=O)=O)N(C)C(=O)NCc1coc(-c2cccs2)n1,88.174139,3.201243,4.471467,752,25,437,29.107000,9
ZINC000351763058,Cc1cccc(C(C)C(=O)N(C)CC(O)C(F)(F)F)c1,57.757738,3.201105,3.256012,473,16,367,37.780000,8
ZINC000508998798,C=CCn1c(-c2ccc(OCCC)c(OC)c2)nnc1N1CCOC(c2ccco2)C1,52.305349,3.201099,4.893603,999,28,629,46.989000,13
ZINC000329668721,CC(NCc1nnnn1C)c1nc(C2CCCCC2)no1,41.982898,3.200767,4.264098,572,22,425,37.659000,8
ZINC000052009482,O=C(NC1CCCCC1O)C1CCCCN1,-3.671244,3.200703,2.553126,239,20,321,36.445000,6
ZINC000538121743,COC1CCCC1CNS(=O)(=O)Cc1c(Cl)cccc1Cl,38.625938,3.200610,3.679751,571,23,409,37.765000,8
ZINC000414749499,CC1CN(CCNC(C)(C)C)CCC1N1CCN(C)CC1,9.001165,3.200409,4.278208,304,16,346,42.023000,8
ZINC000337605072,O=C(Nc1cccc(-n2ccnn2)c1)C(=O)N1CCCCC1C(F)F,54.752591,3.200247,4.090499,750,27,512,40.248000,10
ZINC000285476751,COCC1CN(C(=O)Nc2cc3c(cc2Cl)OCCCO3)CC(C)(C)O1,36.121609,3.200087,3.743946,667,24,512,39.182000,10
ZINC000181439526,Cc1ccc2oc(C(=O)NC(C)C3CCCN(C4CCC4)C3)cc2n1,53.905721,3.199926,4.408913,765,27,538,48.845000,10
ZINC000501921098,Cn1cc(N2CCC(NC(=O)C(=O)Nc3cccc4ccsc34)C2=O)cn1,57.492135,3.199891,4.565177,1040,33,605,41.654000,11
ZINC000378171043,CC(=O)N(Cc1ncc(C(C)C)o1)C1CCN(C(=O)CC2CCCCC2)C1,69.851877,3.199600,4.674833,648,24,482,44.039000,11
ZINC000507872425,CCOc1cc(C)nc(N2CCN(c3nnc(C4COc5ccccc5O4)n3C)CC2)n1,35.109532,3.199490,4.999774,1094,32,707,50.827000,13
ZINC000489574089,Cc1csc(Sc2ccc(C(=O)N3CCN4C(=O)NC(=O)C4C3)cc2[N+](=O)[O-])n1,45.844075,3.199166,4.015427,1038,38,653,44.563000,12
ZINC000283268623,CC(CC(=O)c1ccccc1)NC(=O)C1COCCN1CC(F)(F)F,53.954558,3.198788,3.528559,592,24,469,46.065000,10
ZINC000511692870,CCOC(=O)C(NC(=O)c1ccc(F)cc1C(F)(F)F)C1CCCOC1,64.135100,3.198740,3.395938,656,25,496,48.255000,10
ZINC000362714803,COC(=O)c1ncccc1NC(=O)C1C(c2ccccc2)C1(F)F,30.146387,3.198634,2.964750,780,27,532,43.191000,10
ZINC000277813357,CC1CN(C(=O)c2cccn(C)c2=O)CC1NC(=O)OC(C)(C)C,49.217451,3.198512,3.407577,689,25,460,42.212000,10
ZINC000473358044,CC(CS(C)(=O)=O)N(C)C(=O)C(=O)Nc1nc(-c2cccs2)cs1,81.722337,3.198360,4.442815,827,28,467,28.217000,9
ZINC000373629832,CS(=O)(=O)C1(CNC(=O)C2CC(=O)N(C3CCCC3)C2)CCC1,29.562441,3.198315,4.071149,591,29,419,40.788000,9
ZINC000476809092,CC1CCCC(N(C)C(=O)C(=O)NCc2cc(F)cc(Br)c2)C1,59.626981,3.198174,3.884499,573,22,451,39.457000,9
ZINC000269530674,CC12CCC(=O)N1c1ccccc1C(=O)N2CC(=O)NCc1nccc(N)n1,47.116153,3.198028,4.607937,977,33,635,46.243000,12
ZINC000192186228,CC(NCCN(Cc1ccccc1)S(C)(=O)=O)C1COc2ccccc21,42.532789,3.197766,3.663539,823,26,532,46.013000,10
ZINC000526953650,CC(O)C1CCCN(C(=O)NCCN2CCc3c(Cl)cccc3C2)C1,56.027980,3.197721,4.586005,608,24,496,46.761000,10
ZINC000454496783,N#Cc1ccc(N2CCCC(NC(=O)NCCCC3CCOC3)C2)c(F)c1,64.146703,3.197567,4.363075,685,29,535,50.465000,10
ZINC000367182438,CCc1nc(CN2CCCC(NC(=O)c3ccnc4c(C(N)=O)cnn34)C2)no1,76.809543,3.197532,4.999983,1042,33,626,45.124000,12
ZINC000426127941,O=C(NCC1CCC(c2ccccc2)O1)C(CCO)NS(=O)(=O)c1ccccc1,57.062967,3.197486,3.682275,889,32,594,53.875000,11
ZINC000364859978,Cc1ccoc1C(=O)NCCCNC1CCS(=O)(=O)c2ccc(F)cc21,47.848199,3.197198,4.302451,907,28,536,44.672000,10
ZINC000248977611,COC(=O)C1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1C,45.366260,3.196420,3.108905,598,26,403,33.291000,8
ZINC000519654332,C=CCC(c1ccccc1)c1nc(Cc2noc(C)n2)no1,40.463205,3.196379,3.119036,748,22,485,30.964000,9
ZINC000305737789,CN(C)C1CCC(NC(=O)NC(CCCO)c2ccccc2)C1,60.205298,3.196357,3.991822,478,21,429,45.167000,9
ZINC000533555637,CCOC(=O)C1Cc2cc(S(=O)(=O)N3CCCC3c3ccccn3)ccc2O1,60.756667,3.196299,3.355490,977,34,619,48.576000,12
ZINC000490516364,CN1CCN(C(=O)Nc2cccc(-c3noc(C(F)(F)F)n3)c2)CC1C#N,55.738484,3.196268,4.658356,875,31,572,43.482000,11
ZINC000191352298,COC(=O)C1CCN(C(=O)NCC2CCN(c3ccncc3)CC2)CC1C,52.390412,3.196195,3.679909,631,27,520,48.403000,10
ZINC000365075321,OCC1(Cc2ccccc2)CCCN1Cc1noc(C2CC2)n1,26.991407,3.195929,3.995427,653,23,479,37.500000,9
ZINC000532157763,CC1CCCCC1OCCNC(=O)CN1CCN(S(=O)(=O)N2CCN(C)CC2)CC1,59.552143,3.195871,4.445954,645,32,514,52.609000,12
ZINC000116398013,CSCCC(NC(=O)c1ccc2ccccc2n1)C(=O)N1CCCC(CN2CCC(C)CC2)C1,92.016813,3.195684,4.589358,976,31,667,58.926000,13
ZINC000376795858,CC1Oc2cc(F)ccc2C1NC(=O)NCc1cccs1,36.948062,3.195643,3.970352,645,24,475,36.046000,8
ZINC000286495333,CCCNc1ccc(CNC(=O)N2CCC(O)(c3cn(C(C)C)nn3)C2)cc1,58.044621,3.195640,4.798462,788,24,530,49.260000,11
ZINC000281342885,O=C(CN1CCCC1C1CCCCC1O)Nc1c(Cl)cccc1Cl,36.095020,3.195561,3.797202,576,26,501,47.778000,9
ZINC000291045624,CC1CN(C(=O)COc2cc(F)cc(F)c2)CC(C2CC2)O1,23.565723,3.195386,3.906307,542,24,451,40.214000,9
ZINC000295363638,CCn1nc(C)c(CN2CCOC(c3ccc(C(F)(F)F)cc3)C2)n1,38.884925,3.195385,4.124331,711,22,500,41.951000,10
ZINC000458432888,Cc1ccc(CC(C)NC(=O)NCC2CCCN2CCCO)s1,69.240599,3.194940,4.917742,491,20,400,40.901000,9
ZINC000135419288,O=C(c1[nH]nc2c1CCCC2)N1CCOC(c2cccc(O)c2)C1,39.643347,3.194897,4.318964,755,26,545,43.502000,10
ZINC000356877782,CC(c1noc(CSCC(=O)N2CCOCC2)n1)C(C)(C)C,57.864232,3.194894,3.989329,492,19,389,31.905000,8
ZINC000470113597,Cc1cc(C)cc(CN(C)C(=O)CC2CCOC(C(C)C)C2)c1,49.360729,3.194864,4.087999,518,17,427,42.191000,9
ZINC000516852585,CC(C)OC1CC(N2CCN(C(C)c3nc(-c4cccs4)no3)CC2)C1,42.454480,3.194727,4.424842,688,25,506,42.704000,10
ZINC000479283767,COC(=O)C1CC(OC)CCN1C(=O)c1cc(C)n(-c2ccc(Cl)c(Cl)c2)n1,55.850012,3.194699,3.671438,899,29,586,47.255000,11
ZINC000361291218,CC(C(=O)N(C)c1nncs1)N1CCOCC1,36.633116,3.194583,3.564625,364,19,326,24.574000,7
ZINC000542342876,CCCc1c(NC(=O)C(=O)NCC(C)S(C)(=O)=O)cnn1-c1cccc(F)c1,72.835525,3.194583,4.693439,971,28,530,41.167000,11
ZINC000418118340,COC(=O)CNC(=O)C1CCCN1CC1CCCC(C)C1,37.600754,3.194121,3.527798,372,23,384,38.724000,8
ZINC000337679833,COc1cc(NC(=O)C(=O)NC2CCCC2C#N)c(C)c(OC)c1,56.198149,3.194043,3.503805,681,27,490,38.101000,9
ZINC000463050336,Cc1ccc(S(N)(=O)=O)c(C(=O)NC2c3ccccc3CCC2C(C)C)c1,44.731719,3.193862,3.859413,967,28,583,51.174000,11
ZINC000442039991,O=C(Nc1cccc(Oc2ccnc3ccccc23)c1)C(=O)N1CCC(C2CCOC2)C1,65.365560,3.193817,4.538881,1137,35,727,51.817000,13
ZINC000331265148,COC(C)CS(=O)(=O)NCCN1C(=O)CCC1=O,29.866545,3.193677,3.186800,403,22,296,27.353000,7
ZINC000532530679,CC(C)(C)c1noc2ncc(C(=O)Nc3cccc(C4CNC(=O)C4)c3)cc12,34.957465,3.193652,4.558005,1064,29,632,50.138000,11
ZINC000276247481,NC(=O)C1(O)CCN(S(=O)(=O)c2ccc(F)cc2C(F)(F)F)C1,37.232800,3.193601,3.712682,749,27,458,41.528000,10
ZINC000341019699,CCCNC(=O)CCNC(=O)N1CCCC1C(C#N)c1ccccc1,68.349625,3.193530,3.867085,611,26,472,44.227000,10
ZINC000276244948,CCC1(C(=O)O)CCCN1S(=O)(=O)c1ccc(F)c(S(C)(=O)=O)c1,30.069347,3.193318,3.756393,880,30,470,40.044000,10
ZINC000467223845,COC(=O)c1ccsc1N1CCC(SCCOc2ccc(F)cc2)C1=O,53.563408,3.193250,3.501080,777,26,524,39.494000,10
ZINC000442261771,CNC(=O)c1ccc(C)c(NC(=O)C(=O)N2CC(O)CC2c2ccc(C(F)(F)F)cc2)c1,61.039005,3.193247,4.673013,1037,32,664,55.852000,13
ZINC000478634390,Cn1cc(C2CSCCN2C(=O)NCCCC(=O)N2Cc3ccccc3C2)cn1,61.691981,3.193167,4.666841,858,30,590,47.755000,11
ZINC000530151458,CC(C)C1CCCCN1S(=O)(=O)c1c(C(=O)O)cnn1C,20.039572,3.193007,3.813702,635,24,395,38.189000,9
ZINC000502820236,CC1CCCCC1NC(=O)NC(=O)Cn1cc(C#N)c(=O)c2cc(Cl)ccc21,60.481216,3.192918,4.231580,1024,34,610,50.065000,11
ZINC000460713116,CCOCCCn1c(C(C)CC)nnc1N1CCc2ccc([N+](=O)[O-])cc2C1,52.272267,3.192132,4.330523,820,24,542,48.161000,11
ZINC000378115151,CC(C)c1nc(CN(C)C2CCN(C(=O)c3cc(N(C)C)ccn3)C2)no1,79.270641,3.192031,4.883676,788,24,524,43.522000,11
ZINC000510808356,Cc1cc(C(=O)CN2CCC(Cn3ccnn3)CC2)c(C)n1CC1COc2ccccc2O1,80.131483,3.191623,4.964648,1099,32,695,54.230000,13
ZINC000516509751,CCCOc1ccccc1C(CC(C)C)NC(=O)C(=O)N1CCCOC(C)C1,76.571140,3.191549,4.969930,647,22,496,45.523000,11
ZINC000288927213,CC1(CNC(=O)NCC2COc3ccccc32)CCOCC1,36.903355,3.191293,4.377389,526,21,434,37.994000,9
ZINC000343110219,COc1ccccc1OC1CCCN(C(=O)C2CCN(C)C(C)C2)C1,43.373862,3.190867,4.468207,592,25,507,44.708000,10
ZINC000446076794,CN(Cc1nc2c(s1)CCCC2)C(=O)NC1CCC(Cc2ccccc2)C1,78.483592,3.190771,4.873229,749,27,571,45.950000,11
ZINC000350629351,CC(CSCc1ccccc1)C(=O)NCC(C)S(N)(=O)=O,65.634914,3.190732,2.972045,546,21,373,34.157000,8
ZINC000095465775,CCC(CC)C1CC(NCc2ccc(C(=O)NC)cc2)CCO1,43.239773,3.190694,3.936674,482,18,418,44.197000,9
ZINC000466817752,COC(CNC(=O)N(CC1CCC1)C(C)c1ccccc1)C(C)C,69.313941,3.190627,3.827975,499,18,412,43.054000,9
,CCc1onc(C)c1NC(=O)Nc1nnc(-c2c[nH]nc2C)s1,54.113387,3.190503,4.208775,835,24,498,31.101000,9
ZINC000430747327,CCN(CC)C(=O)c1ccc(CN2C(=O)C3CC(C4CCCCC4)CN3C2=O)cc1,28.127736,3.190100,4.671914,772,32,604,54.178000,12
ZINC000340160506,Cc1c(CCC(=O)NCCN2C(C)CCCC2C)cnn1C,45.787800,3.189938,4.209382,486,19,397,41.376000,8
ZINC000453981773,CCOC1CCN(C(=O)C(=O)Nc2ccc(Oc3ccncc3)c(C)c2)CC1C,63.974932,3.189873,4.265220,856,27,595,45.482000,11
ZINC000424665847,CCCOC1CCCN(C(=O)CC(C)n2cccn2)CC1,62.065918,3.189726,3.983292,419,19,376,38.310000,8
ZINC000184725541,Cc1ccc(CNC(=O)C(C)N2CC(O)CC2CO)cc1,35.236454,3.189618,3.107624,474,21,420,42.351000,8
ZINC000511220807,CCOCCOc1c(Cl)cccc1NC(=O)C(=O)NC1CCC(N(C)C)C1,70.869999,3.189527,3.730112,653,24,487,43.123000,10
ZINC000428761059,O=C(NCCCOCC1CCCO1)NC1Cc2cccc(O)c2C1,57.366062,3.189471,3.959372,557,24,469,44.041000,9
ZINC000436022936,Cc1csc(CCC(=O)N(C)C(c2cccc(C(F)(F)F)c2)C(F)(F)F)n1,83.964006,3.189296,4.097674,799,22,509,44.765000,11
ZINC000544553608,O=C(c1cnc2[nH]nnc2c1)N1CCCC1c1ccc(I)cc1,50.246901,3.189202,4.157469,860,27,557,39.138000,9
ZINC000438948443,COC(=O)c1cc(S(=O)(=O)NC2CS(=O)(=O)c3ccccc32)c[nH]1,49.343286,3.189158,4.007810,1007,34,533,37.116000,10
ZINC000284602506,CNC(=O)NC(=O)CCN1CCCC1c1nc2c([nH]1)CCCC2,33.656730,3.189058,4.987954,559,25,455,37.039000,9
ZINC000270943898,CC1CC(NC(=O)CNS(=O)(=O)c2cccc(C(F)(F)F)c2)=NO1,53.200885,3.189037,3.241549,761,29,467,41.636000,9
ZINC000539860012,CC(C)CC(=O)NCCc1ccc(S(=O)(=O)N(C)C2CCNC2=O)s1,55.407616,3.188712,4.459735,727,27,443,40.155000,10
ZINC000328979061,Cc1noc(C2CN(CC(=O)N(C3CCCC3)C3CC3)CCN2C)n1,35.750849,3.188581,4.441248,608,27,476,43.563000,10
ZINC000360624177,O=C1CSc2ccc(C(=O)NCC3CCCC(CO)C3)cc2N1,26.190492,3.188573,4.228256,605,26,490,44.104000,9
ZINC000440602669,COC(c1ccccc1Cl)C(C)NC(=O)C(=O)Nc1cc(C)nn1-c1ccc(F)cc1,81.576158,3.188519,3.833590,1084,29,655,49.842000,12
,COC(CNc1nc2c(cc1C#N)COCC2)c1ccc(Cl)cc1,49.425056,3.188201,3.443055,756,24,530,41.590000,9
ZINC000353250049,CCc1ccc(C(C)NC(=O)C(C)N(C)CC(C)OC)cc1,51.357601,3.187787,3.134389,458,16,390,40.054000,8
ZINC000497041271,CCCN(C(=O)OC(C)(C)C)C(C)C(=O)NCC(O)CC,50.851870,3.187732,2.605905,339,14,298,36.771000,8
ZINC000339551252,CC(C)CCCC(C)NC(=O)C(=O)N1CCc2ccccc2C1CO,48.102518,3.187721,3.554787,600,21,460,44.976000,10
ZINC000178658063,CS(=O)(=O)CC1(CNC(=O)NC(c2ccccc2)c2nccs2)CC1,79.537369,3.187520,4.202438,816,28,494,35.954000,10
ZINC000266690972,O=C(NC1CCN2CCCCC12)N1CCC(COCc2ccccc2)C1,56.453324,3.187449,3.503693,594,29,537,49.774000,10
ZINC000287143693,Cc1c(C(=O)N2CC(N3CCOCC3)CC2C)cnn1-c1ccc(F)cc1,34.566450,3.187065,4.336386,813,29,583,49.145000,11
ZINC000267190442,COC(C)c1noc(CN(C)C(=O)C=C(C)c2ccccc2Cl)n1,72.367182,3.186976,3.798399,742,21,470,36.159000,9
ZINC000510271341,CS(=O)(=O)N1CCCC1CNC(=O)NC1CCCN(c2ccccc2Cl)C1=O,60.987803,3.186725,4.670043,847,34,556,48.878000,11
ZINC000466700950,CC1CCCC1CNC(=O)N1CCC(CNC(=O)c2cnn(C)c2)CC1,60.911081,3.186306,4.657787,621,27,487,49.911000,10
ZINC000294491257,Cc1ccnc2nc(C(=O)N3CCCOC(C(C)C)C3)nn12,42.445592,3.186156,4.687609,681,23,464,34.606000,9
,Cc1cn(C(C)c2ccccc2)nc1NC(=O)NC(C)(C)CCCN,46.501403,3.186109,3.894629,693,18,458,41.527000,10
ZINC000516075309,CSCCC(NC(=O)C(C)NC(=O)C1CCCCC1)c1nnc2ccccn12,84.131954,3.186036,3.701275,802,28,544,46.515000,11
,COCC1CCCN(C(=O)NCC2(OC)CCC(C)CC2)C1,42.019220,3.185952,3.826909,351,17,350,37.849000,9
ZINC000563524318,NCC1CN(c2nnc(-c3ccccn3)s2)CC1c1ccccc1,-1.406742,3.185902,4.514966,789,26,565,43.352000,10
ZINC000356046918,CCCCN1CCCCC1CNC(=O)c1c[nH]nc1C1CC1,46.378857,3.185864,4.563151,494,21,404,42.519000,9
ZINC000546243580,CCC1CC(Cc2nc(-c3ccccc3CN3CCCC3)no2)CCO1,42.703605,3.185644,4.759939,708,25,544,42.250000,10
ZINC000431694698,CCOC(=O)CC(NC(=O)NC1CCN(Cc2ccccc2)C(C)C1)c1ccc(F)cc1,84.532942,3.185640,3.539018,875,29,636,54.704000,12
ZINC000454654601,O=C(NC1CCN(C2CC2)C1)NC(C1CCC1)C1CC1,33.679586,3.185583,4.227467,373,26,376,42.118000,8
ZINC000247123007,CCNC(=O)CNC(=O)NCC(c1cccs1)N1CCOC(C)C1,73.206181,3.185408,4.129270,523,24,430,39.186000,9
ZINC000518849390,COc1ccc(CCN2C(=O)CC(N3CCN(c4snc(C)c4C#N)CC3)C2=O)cc1,42.650303,3.185402,4.366070,1005,35,656,51.277000,13
ZINC000180827102,Cc1ccc2c(c1)C(NC(=O)NCCCOC(C)C)C(C)C2,48.134675,3.185235,3.753392,513,18,412,41.197000,9
ZINC000225576934,CCC(NC(=O)c1cnnn1C)C(C)C,33.893560,3.185213,3.368050,331,13,260,28.628000,6
ZINC000281967168,CN(C)C(CNC(=O)C1CCCC(F)(F)C1)c1cccc(F)c1,54.596321,3.185145,4.976737,548,20,436,44.596000,9
ZINC000336902632,CC(C(=O)Nc1ccc(OCC(F)(F)F)nc1)n1cnc(C#N)n1,67.785276,3.185084,3.456996,750,27,491,38.143000,9
ZINC000558749586,C=CCn1c(C)cc(C(=O)CN2C(=O)NC(CCC)(C3CC3)C2=O)c1C,33.701217,3.185082,3.976972,775,28,497,46.248000,11
,CCCCN(C)C(=O)Nc1cccc(C[S+]([O-])c2ccccc2)c1,71.681789,3.185023,3.471820,648,17,452,37.822000,9
ZINC000104582395,O=C(NC1CC1c1ccccc1Br)c1cc(Cl)c[nH]1,47.126602,3.185022,3.048704,625,23,448,37.981000,8
ZINC000165064549,CCCC1CC1NCc1cccnc1C,26.741297,3.184708,3.578950,322,14,301,31.822000,6
ZINC000417824635,CC1CC(C)(C)CCC1NC(=O)NCCCCN,4.854029,3.184703,3.698159,265,14,286,36.404000,7
ZINC000537526923,Cc1nc(-c2cc(C(C)Nc3cccc(-c4nnc(C)n4C)c3)cs2)cs1,63.417486,3.184698,4.767395,1075,25,614,41.372000,11
ZINC000427135609,O=C(Nc1cc(F)cc(Br)c1F)C(=O)NC1CCSc2c(F)cccc21,45.896747,3.184600,3.499958,894,27,575,40.813000,10
ZINC000133427853,CC(C(=O)NCCc1cccc([N+](=O)[O-])c1)N1C(=O)C2CCCCC2C1=O,60.354040,3.184543,3.133281,754,34,579,52.165000,11
ZINC000329512210,COc1cc2c(cc1OC)CCN(C(=O)C1CCc3nnn(C)c3C1)CC2,32.536869,3.184540,3.831684,826,27,587,46.081000,11
ZINC000489552470,CC1CSCCN(C(=O)C(C)Oc2ccc(Cl)cc2Br)C1,52.407645,3.184510,3.393504,514,20,421,35.328000,8
ZINC000355931986,CNC(=O)CCC1CCCCN1C(=O)NC(C)c1ccncc1F,58.186805,3.184470,4.428943,581,23,454,42.862000,9
ZINC000410435829,O=C(C(=O)N1CCCC1C1CCC1)N1CCCC(CN2CCCCCC2)C1,36.847709,3.184419,4.289699,525,29,502,47.504000,11
ZINC000162687384,CS(=O)(=O)c1csc(C(=O)N(CC2CCOC2)C2CC2)c1,60.840358,3.184338,4.187316,627,27,407,33.786000,8
ZINC000533367207,CS(=O)(=O)NCCC(=O)N1CCCC(C2CCOC2)C1,34.582980,3.184228,4.545873,431,25,358,35.681000,8
,CC(C)c1occc1C(=O)N1CCCC(c2ccnc(N)n2)C1,49.437589,3.184041,4.553618,695,22,482,37.612000,9
,COc1ccc(SC(C)C(=O)Nc2cc(C)n(C(C)C3CC3)n2)cc1,72.293000,3.183776,3.045357,737,24,505,42.440000,10
,Cc1cn(C(C)c2ccccc2)nc1NC(=O)C1(CC(C)C)CCC1,65.356942,3.183701,3.443451,728,20,485,43.658000,10
ZINC000346037630,O=C(NC1CCOC1c1cccnc1)c1cccc(-n2cccn2)c1,56.607227,3.183630,3.970608,848,28,583,46.414000,10
ZINC000480241927,COc1cc(C(C)NC(c2cccs2)C2CC2)ccc1SC,68.193569,3.183336,3.405939,607,20,451,37.383000,9
ZINC000364677443,CN(CC1CCn2ccnc2C1)C(=O)c1occc1COc1ccccc1,54.219008,3.183066,4.445672,900,26,578,43.595000,11
,O=C(CC[S+]([O-])Cc1nc(-c2ccc(F)cc2)no1)NCc1ccc(F)cc1,62.942323,3.182817,4.106747,916,25,584,44.059000,11
